Task 46/360: --problem pollu --model GELU-scaled --profile fast --seed 26 --pretraining derivmatch --training shooting
Logging to /home/txenakis/projects/BVPsolver/logs/run_main_22227913_46.log
┌ Warning: Verbosity toggle: dt_epsilon 
│  Initial timestep too small (near machine epsilon), using default: dt = 1.0e-6
└ @ OrdinaryDiffEqCore ~/.julia/packages/OrdinaryDiffEqCore/NVUZl/src/initdt.jl:222
pollu  model=GELU-scaled width=40 d=20 tlen=50 profile=fast seed=26  solver=Rodas5  N=4940
  derivmatch lr=0.01 iter=510/10200 loss=7.257
  derivmatch lr=0.01 iter=1020/10200 loss=7.083
  derivmatch lr=0.01 iter=1530/10200 loss=5.086
  derivmatch lr=0.01 iter=2040/10200 loss=4.673
  derivmatch lr=0.01 iter=2550/10200 loss=2.891
  derivmatch lr=0.01 iter=3060/10200 loss=3.399
  derivmatch lr=0.01 iter=3570/10200 loss=3.057
  derivmatch lr=0.01 iter=4080/10200 loss=2.928
  derivmatch lr=0.01 iter=4590/10200 loss=2.893
  derivmatch lr=0.01 iter=5100/10200 loss=2.342
  derivmatch lr=0.01 iter=5610/10200 loss=2.363
  derivmatch lr=0.01 iter=6120/10200 loss=1.966
  derivmatch lr=0.01 iter=6630/10200 loss=2.006
  derivmatch lr=0.01 iter=7140/10200 loss=1.647
  derivmatch lr=0.01 iter=7650/10200 loss=1.644
  derivmatch lr=0.01 iter=8160/10200 loss=1.33
  derivmatch lr=0.01 iter=8670/10200 loss=1.447
  derivmatch lr=0.01 iter=9180/10200 loss=1.383
  derivmatch lr=0.01 iter=9690/10200 loss=1.775
  derivmatch lr=0.01 iter=10200/10200 loss=1.36
  derivmatch lr=0.01 iter=10200/10200 loss=0.9125
  derivmatch lr=0.003 iter=375/7500 loss=0.727
  derivmatch lr=0.003 iter=750/7500 loss=0.6577
  derivmatch lr=0.003 iter=1125/7500 loss=0.6479
  derivmatch lr=0.003 iter=1500/7500 loss=0.6967
  derivmatch lr=0.003 iter=1875/7500 loss=0.736
  derivmatch lr=0.003 iter=2250/7500 loss=0.619
  derivmatch lr=0.003 iter=2625/7500 loss=0.5811
  derivmatch lr=0.003 iter=3000/7500 loss=0.6541
  derivmatch lr=0.003 iter=3375/7500 loss=0.6055
  derivmatch lr=0.003 iter=3750/7500 loss=0.5945
  derivmatch lr=0.003 iter=4125/7500 loss=0.597
  derivmatch lr=0.003 iter=4500/7500 loss=0.5963
  derivmatch lr=0.003 iter=4875/7500 loss=0.7481
  derivmatch lr=0.003 iter=5250/7500 loss=0.5512
  derivmatch lr=0.003 iter=5625/7500 loss=0.5685
  derivmatch lr=0.003 iter=6000/7500 loss=0.6527
  derivmatch lr=0.003 iter=6375/7500 loss=0.515
  derivmatch lr=0.003 iter=6750/7500 loss=0.5819
  derivmatch lr=0.003 iter=7125/7500 loss=0.6163
  derivmatch lr=0.003 iter=7500/7500 loss=0.5269
  derivmatch lr=0.003 iter=7500/7500 loss=0.4204
  derivmatch lr=0.001 iter=375/7500 loss=0.3801
  derivmatch lr=0.001 iter=750/7500 loss=0.3726
  derivmatch lr=0.001 iter=1125/7500 loss=0.3692
  derivmatch lr=0.001 iter=1500/7500 loss=0.361
  derivmatch lr=0.001 iter=1875/7500 loss=0.3603
  derivmatch lr=0.001 iter=2250/7500 loss=0.3963
  derivmatch lr=0.001 iter=2625/7500 loss=0.3586
  derivmatch lr=0.001 iter=3000/7500 loss=0.3554
  derivmatch lr=0.001 iter=3375/7500 loss=0.3546
  derivmatch lr=0.001 iter=3750/7500 loss=0.3518
  derivmatch lr=0.001 iter=4125/7500 loss=0.3503
  derivmatch lr=0.001 iter=4500/7500 loss=0.3459
  derivmatch lr=0.001 iter=4875/7500 loss=0.3435
  derivmatch lr=0.001 iter=5250/7500 loss=0.3508
  derivmatch lr=0.001 iter=5625/7500 loss=0.3587
  derivmatch lr=0.001 iter=6000/7500 loss=0.3417
  derivmatch lr=0.001 iter=6375/7500 loss=0.3407
  derivmatch lr=0.001 iter=6750/7500 loss=0.3376
  derivmatch lr=0.001 iter=7125/7500 loss=0.3451
  derivmatch lr=0.001 iter=7500/7500 loss=0.3313
  derivmatch lr=0.001 iter=7500/7500 loss=0.3274
  derivmatch lr=0.0003 iter=240/4800 loss=0.3255
  derivmatch lr=0.0003 iter=480/4800 loss=0.3251
  derivmatch lr=0.0003 iter=720/4800 loss=0.3261
  derivmatch lr=0.0003 iter=960/4800 loss=0.3234
  derivmatch lr=0.0003 iter=1200/4800 loss=0.3235
  derivmatch lr=0.0003 iter=1440/4800 loss=0.3245
  derivmatch lr=0.0003 iter=1680/4800 loss=0.3229
  derivmatch lr=0.0003 iter=1920/4800 loss=0.3208
  derivmatch lr=0.0003 iter=2160/4800 loss=0.3224
  derivmatch lr=0.0003 iter=2400/4800 loss=0.3212
  derivmatch lr=0.0003 iter=2640/4800 loss=0.3199
  derivmatch lr=0.0003 iter=2880/4800 loss=0.3223
  derivmatch lr=0.0003 iter=3120/4800 loss=0.3199
  derivmatch lr=0.0003 iter=3360/4800 loss=0.3191
  derivmatch lr=0.0003 iter=3600/4800 loss=0.3177
  derivmatch lr=0.0003 iter=3840/4800 loss=0.3196
  derivmatch lr=0.0003 iter=4080/4800 loss=0.3178
  derivmatch lr=0.0003 iter=4320/4800 loss=0.3174
  derivmatch lr=0.0003 iter=4560/4800 loss=0.3163
  derivmatch lr=0.0003 iter=4800/4800 loss=0.3157
  derivmatch lr=0.0003 iter=4800/4800 loss=0.3155
derivative matching [38s]  fitloss=0.315
  [derivative matching]  nrmse=1.78  l2=0.002249
