Task 102/1800: --problem pollu --model mlp --profile fast --seed 102 --pretraining derivmatch --training shooting
Logging to /home/txenakis/projects/BVPsolver/logs/run_main_23493023_102.log
┌ Warning: Verbosity toggle: dt_epsilon 
│  Initial timestep too small (near machine epsilon), using default: dt = 1.0e-6
└ @ OrdinaryDiffEqCore ~/.julia/packages/OrdinaryDiffEqCore/NVUZl/src/initdt.jl:222
pollu  model=mlp width=40 d=20 tlen=50 profile=fast seed=102  solver=Rodas5  N=4940
  derivmatch lr=0.01 iter=510/10200 loss=359.1
  derivmatch lr=0.01 iter=1020/10200 loss=294.1
  derivmatch lr=0.01 iter=1530/10200 loss=289.3
  derivmatch lr=0.01 iter=2040/10200 loss=277.0
  derivmatch lr=0.01 iter=2550/10200 loss=255.7
  derivmatch lr=0.01 iter=3060/10200 loss=319.8
  derivmatch lr=0.01 iter=3570/10200 loss=321.2
  derivmatch lr=0.01 iter=4080/10200 loss=283.7
  derivmatch lr=0.01 iter=4590/10200 loss=308.4
  derivmatch lr=0.01 iter=5100/10200 loss=314.0
  derivmatch lr=0.01 iter=5610/10200 loss=326.2
  derivmatch lr=0.01 iter=6120/10200 loss=284.1
  derivmatch lr=0.01 iter=6630/10200 loss=318.3
  derivmatch lr=0.01 iter=7140/10200 loss=280.2
  derivmatch lr=0.01 iter=7650/10200 loss=289.8
  derivmatch lr=0.01 iter=8160/10200 loss=320.1
  derivmatch lr=0.01 iter=8670/10200 loss=299.3
  derivmatch lr=0.01 iter=9180/10200 loss=329.7
  derivmatch lr=0.01 iter=9690/10200 loss=276.2
  derivmatch lr=0.01 iter=10200/10200 loss=295.8
  derivmatch lr=0.01 iter=10200/10200 loss=208.0
  derivmatch lr=0.003 iter=375/7500 loss=251.9
  derivmatch lr=0.003 iter=750/7500 loss=235.9
  derivmatch lr=0.003 iter=1125/7500 loss=297.2
  derivmatch lr=0.003 iter=1500/7500 loss=267.6
  derivmatch lr=0.003 iter=1875/7500 loss=263.3
  derivmatch lr=0.003 iter=2250/7500 loss=258.1
  derivmatch lr=0.003 iter=2625/7500 loss=271.1
  derivmatch lr=0.003 iter=3000/7500 loss=281.3
  derivmatch lr=0.003 iter=3375/7500 loss=266.5
  derivmatch lr=0.003 iter=3750/7500 loss=252.0
  derivmatch lr=0.003 iter=4125/7500 loss=264.9
  derivmatch lr=0.003 iter=4500/7500 loss=261.7
  derivmatch lr=0.003 iter=4875/7500 loss=247.3
  derivmatch lr=0.003 iter=5250/7500 loss=272.2
  derivmatch lr=0.003 iter=5625/7500 loss=262.3
  derivmatch lr=0.003 iter=6000/7500 loss=253.9
  derivmatch lr=0.003 iter=6375/7500 loss=281.8
  derivmatch lr=0.003 iter=6750/7500 loss=247.8
  derivmatch lr=0.003 iter=7125/7500 loss=240.3
  derivmatch lr=0.003 iter=7500/7500 loss=279.1
  derivmatch lr=0.003 iter=7500/7500 loss=195.8
  derivmatch lr=0.001 iter=375/7500 loss=212.4
  derivmatch lr=0.001 iter=750/7500 loss=230.0
  derivmatch lr=0.001 iter=1125/7500 loss=245.8
  derivmatch lr=0.001 iter=1500/7500 loss=230.8
  derivmatch lr=0.001 iter=1875/7500 loss=231.9
  derivmatch lr=0.001 iter=2250/7500 loss=236.8
  derivmatch lr=0.001 iter=2625/7500 loss=206.0
  derivmatch lr=0.001 iter=3000/7500 loss=222.7
  derivmatch lr=0.001 iter=3375/7500 loss=229.9
  derivmatch lr=0.001 iter=3750/7500 loss=246.5
  derivmatch lr=0.001 iter=4125/7500 loss=227.8
  derivmatch lr=0.001 iter=4500/7500 loss=240.6
  derivmatch lr=0.001 iter=4875/7500 loss=230.5
  derivmatch lr=0.001 iter=5250/7500 loss=226.1
  derivmatch lr=0.001 iter=5625/7500 loss=229.7
  derivmatch lr=0.001 iter=6000/7500 loss=222.4
  derivmatch lr=0.001 iter=6375/7500 loss=228.6
  derivmatch lr=0.001 iter=6750/7500 loss=223.9
  derivmatch lr=0.001 iter=7125/7500 loss=233.8
  derivmatch lr=0.001 iter=7500/7500 loss=215.8
  derivmatch lr=0.001 iter=7500/7500 loss=169.6
  derivmatch lr=0.0003 iter=240/4800 loss=175.4
  derivmatch lr=0.0003 iter=480/4800 loss=171.3
  derivmatch lr=0.0003 iter=720/4800 loss=207.6
  derivmatch lr=0.0003 iter=960/4800 loss=180.8
  derivmatch lr=0.0003 iter=1200/4800 loss=198.9
  derivmatch lr=0.0003 iter=1440/4800 loss=181.3
  derivmatch lr=0.0003 iter=1680/4800 loss=177.1
  derivmatch lr=0.0003 iter=1920/4800 loss=201.9
  derivmatch lr=0.0003 iter=2160/4800 loss=220.1
  derivmatch lr=0.0003 iter=2400/4800 loss=221.7
  derivmatch lr=0.0003 iter=2640/4800 loss=204.3
  derivmatch lr=0.0003 iter=2880/4800 loss=211.9
  derivmatch lr=0.0003 iter=3120/4800 loss=217.4
  derivmatch lr=0.0003 iter=3360/4800 loss=217.3
  derivmatch lr=0.0003 iter=3600/4800 loss=204.9
  derivmatch lr=0.0003 iter=3840/4800 loss=204.5
  derivmatch lr=0.0003 iter=4080/4800 loss=214.4
  derivmatch lr=0.0003 iter=4320/4800 loss=203.8
  derivmatch lr=0.0003 iter=4560/4800 loss=197.6
  derivmatch lr=0.0003 iter=4800/4800 loss=220.5
  derivmatch lr=0.0003 iter=4800/4800 loss=149.0
derivative matching [33s]  fitloss=149.0
  [derivative matching]  nrmse=2.937e17  l2=284.5
  shooting iter=50/1000 loss=1.94e15
  shooting iter=100/1000 loss=5.265e14
