Task 249/1800: --problem pollu --model GELU-scaled --profile fast --seed 149 --pretraining derivmatch --training shooting
Logging to /home/txenakis/projects/BVPsolver/logs/run_main_23493023_249.log
┌ Warning: Verbosity toggle: dt_epsilon 
│  Initial timestep too small (near machine epsilon), using default: dt = 1.0e-6
└ @ OrdinaryDiffEqCore ~/.julia/packages/OrdinaryDiffEqCore/NVUZl/src/initdt.jl:222
pollu  model=GELU-scaled width=40 d=20 tlen=50 profile=fast seed=149  solver=Rodas5  N=4940
  derivmatch lr=0.01 iter=510/10200 loss=7.044
  derivmatch lr=0.01 iter=1020/10200 loss=5.962
  derivmatch lr=0.01 iter=1530/10200 loss=6.526
  derivmatch lr=0.01 iter=2040/10200 loss=4.94
  derivmatch lr=0.01 iter=2550/10200 loss=3.267
  derivmatch lr=0.01 iter=3060/10200 loss=3.43
  derivmatch lr=0.01 iter=3570/10200 loss=3.012
  derivmatch lr=0.01 iter=4080/10200 loss=2.8
  derivmatch lr=0.01 iter=4590/10200 loss=2.79
  derivmatch lr=0.01 iter=5100/10200 loss=2.55
  derivmatch lr=0.01 iter=5610/10200 loss=2.74
  derivmatch lr=0.01 iter=6120/10200 loss=2.594
  derivmatch lr=0.01 iter=6630/10200 loss=2.387
  derivmatch lr=0.01 iter=7140/10200 loss=1.926
  derivmatch lr=0.01 iter=7650/10200 loss=1.966
  derivmatch lr=0.01 iter=8160/10200 loss=1.719
  derivmatch lr=0.01 iter=8670/10200 loss=1.676
  derivmatch lr=0.01 iter=9180/10200 loss=1.551
  derivmatch lr=0.01 iter=9690/10200 loss=1.619
  derivmatch lr=0.01 iter=10200/10200 loss=1.448
  derivmatch lr=0.01 iter=10200/10200 loss=0.9068
  derivmatch lr=0.003 iter=375/7500 loss=0.6871
  derivmatch lr=0.003 iter=750/7500 loss=0.6176
  derivmatch lr=0.003 iter=1125/7500 loss=0.5864
  derivmatch lr=0.003 iter=1500/7500 loss=0.5475
  derivmatch lr=0.003 iter=1875/7500 loss=0.6146
  derivmatch lr=0.003 iter=2250/7500 loss=0.5923
  derivmatch lr=0.003 iter=2625/7500 loss=0.6357
  derivmatch lr=0.003 iter=3000/7500 loss=0.5809
  derivmatch lr=0.003 iter=3375/7500 loss=0.5169
  derivmatch lr=0.003 iter=3750/7500 loss=0.554
  derivmatch lr=0.003 iter=4125/7500 loss=0.511
  derivmatch lr=0.003 iter=4500/7500 loss=0.6225
  derivmatch lr=0.003 iter=4875/7500 loss=0.5551
  derivmatch lr=0.003 iter=5250/7500 loss=0.4954
  derivmatch lr=0.003 iter=5625/7500 loss=0.4643
  derivmatch lr=0.003 iter=6000/7500 loss=0.6329
  derivmatch lr=0.003 iter=6375/7500 loss=0.5211
  derivmatch lr=0.003 iter=6750/7500 loss=0.5159
  derivmatch lr=0.003 iter=7125/7500 loss=0.5171
  derivmatch lr=0.003 iter=7500/7500 loss=0.5203
  derivmatch lr=0.003 iter=7500/7500 loss=0.3752
  derivmatch lr=0.001 iter=375/7500 loss=0.3524
  derivmatch lr=0.001 iter=750/7500 loss=0.3482
  derivmatch lr=0.001 iter=1125/7500 loss=0.3329
  derivmatch lr=0.001 iter=1500/7500 loss=0.3573
  derivmatch lr=0.001 iter=1875/7500 loss=0.346
  derivmatch lr=0.001 iter=2250/7500 loss=0.3244
  derivmatch lr=0.001 iter=2625/7500 loss=0.3287
  derivmatch lr=0.001 iter=3000/7500 loss=0.3228
  derivmatch lr=0.001 iter=3375/7500 loss=0.3805
  derivmatch lr=0.001 iter=3750/7500 loss=0.3624
  derivmatch lr=0.001 iter=4125/7500 loss=0.3251
  derivmatch lr=0.001 iter=4500/7500 loss=0.3281
  derivmatch lr=0.001 iter=4875/7500 loss=0.3142
  derivmatch lr=0.001 iter=5250/7500 loss=0.3085
  derivmatch lr=0.001 iter=5625/7500 loss=0.3091
  derivmatch lr=0.001 iter=6000/7500 loss=0.3166
  derivmatch lr=0.001 iter=6375/7500 loss=0.3193
  derivmatch lr=0.001 iter=6750/7500 loss=0.3323
  derivmatch lr=0.001 iter=7125/7500 loss=0.3069
  derivmatch lr=0.001 iter=7500/7500 loss=0.3057
  derivmatch lr=0.001 iter=7500/7500 loss=0.2992
  derivmatch lr=0.0003 iter=240/4800 loss=0.2961
  derivmatch lr=0.0003 iter=480/4800 loss=0.2957
  derivmatch lr=0.0003 iter=720/4800 loss=0.2959
  derivmatch lr=0.0003 iter=960/4800 loss=0.293
  derivmatch lr=0.0003 iter=1200/4800 loss=0.2916
  derivmatch lr=0.0003 iter=1440/4800 loss=0.2928
  derivmatch lr=0.0003 iter=1680/4800 loss=0.2907
  derivmatch lr=0.0003 iter=1920/4800 loss=0.2907
  derivmatch lr=0.0003 iter=2160/4800 loss=0.2857
  derivmatch lr=0.0003 iter=2400/4800 loss=0.2857
  derivmatch lr=0.0003 iter=2640/4800 loss=0.2826
  derivmatch lr=0.0003 iter=2880/4800 loss=0.2817
  derivmatch lr=0.0003 iter=3120/4800 loss=0.2788
  derivmatch lr=0.0003 iter=3360/4800 loss=0.2813
  derivmatch lr=0.0003 iter=3600/4800 loss=0.2795
  derivmatch lr=0.0003 iter=3840/4800 loss=0.2724
  derivmatch lr=0.0003 iter=4080/4800 loss=0.2732
  derivmatch lr=0.0003 iter=4320/4800 loss=0.2693
  derivmatch lr=0.0003 iter=4560/4800 loss=0.2668
  derivmatch lr=0.0003 iter=4800/4800 loss=0.2637
  derivmatch lr=0.0003 iter=4800/4800 loss=0.2634
derivative matching [37s]  fitloss=0.263
  [derivative matching]  nrmse=0.7422  l2=0.0019
