Task 114/1800: --problem pollu --model mlp --profile fast --seed 114 --pretraining derivmatch --training shooting
Logging to /home/txenakis/projects/BVPsolver/logs/run_main_23493023_114.log
┌ Warning: Verbosity toggle: dt_epsilon 
│  Initial timestep too small (near machine epsilon), using default: dt = 1.0e-6
└ @ OrdinaryDiffEqCore ~/.julia/packages/OrdinaryDiffEqCore/NVUZl/src/initdt.jl:222
pollu  model=mlp width=40 d=20 tlen=50 profile=fast seed=114  solver=Rodas5  N=4940
  derivmatch lr=0.01 iter=510/10200 loss=283.6
  derivmatch lr=0.01 iter=1020/10200 loss=309.4
  derivmatch lr=0.01 iter=1530/10200 loss=308.9
  derivmatch lr=0.01 iter=2040/10200 loss=335.3
  derivmatch lr=0.01 iter=2550/10200 loss=305.8
  derivmatch lr=0.01 iter=3060/10200 loss=318.1
  derivmatch lr=0.01 iter=3570/10200 loss=285.9
  derivmatch lr=0.01 iter=4080/10200 loss=340.5
  derivmatch lr=0.01 iter=4590/10200 loss=301.3
  derivmatch lr=0.01 iter=5100/10200 loss=325.3
  derivmatch lr=0.01 iter=5610/10200 loss=368.3
  derivmatch lr=0.01 iter=6120/10200 loss=336.3
  derivmatch lr=0.01 iter=6630/10200 loss=297.8
  derivmatch lr=0.01 iter=7140/10200 loss=331.9
  derivmatch lr=0.01 iter=7650/10200 loss=271.5
  derivmatch lr=0.01 iter=8160/10200 loss=280.8
  derivmatch lr=0.01 iter=8670/10200 loss=327.5
  derivmatch lr=0.01 iter=9180/10200 loss=313.2
  derivmatch lr=0.01 iter=9690/10200 loss=321.2
  derivmatch lr=0.01 iter=10200/10200 loss=323.3
  derivmatch lr=0.01 iter=10200/10200 loss=226.5
  derivmatch lr=0.003 iter=375/7500 loss=254.0
  derivmatch lr=0.003 iter=750/7500 loss=233.5
  derivmatch lr=0.003 iter=1125/7500 loss=253.2
  derivmatch lr=0.003 iter=1500/7500 loss=272.4
  derivmatch lr=0.003 iter=1875/7500 loss=259.4
  derivmatch lr=0.003 iter=2250/7500 loss=232.4
  derivmatch lr=0.003 iter=2625/7500 loss=258.7
  derivmatch lr=0.003 iter=3000/7500 loss=267.1
  derivmatch lr=0.003 iter=3375/7500 loss=261.2
  derivmatch lr=0.003 iter=3750/7500 loss=272.4
  derivmatch lr=0.003 iter=4125/7500 loss=282.9
  derivmatch lr=0.003 iter=4500/7500 loss=286.8
  derivmatch lr=0.003 iter=4875/7500 loss=252.6
  derivmatch lr=0.003 iter=5250/7500 loss=258.0
  derivmatch lr=0.003 iter=5625/7500 loss=251.4
  derivmatch lr=0.003 iter=6000/7500 loss=272.5
  derivmatch lr=0.003 iter=6375/7500 loss=253.8
  derivmatch lr=0.003 iter=6750/7500 loss=238.7
  derivmatch lr=0.003 iter=7125/7500 loss=242.8
  derivmatch lr=0.003 iter=7500/7500 loss=237.8
  derivmatch lr=0.003 iter=7500/7500 loss=192.4
  derivmatch lr=0.001 iter=375/7500 loss=220.6
  derivmatch lr=0.001 iter=750/7500 loss=207.9
  derivmatch lr=0.001 iter=1125/7500 loss=208.5
  derivmatch lr=0.001 iter=1500/7500 loss=228.6
  derivmatch lr=0.001 iter=1875/7500 loss=229.8
  derivmatch lr=0.001 iter=2250/7500 loss=218.6
  derivmatch lr=0.001 iter=2625/7500 loss=233.6
  derivmatch lr=0.001 iter=3000/7500 loss=247.7
  derivmatch lr=0.001 iter=3375/7500 loss=227.6
  derivmatch lr=0.001 iter=3750/7500 loss=245.1
  derivmatch lr=0.001 iter=4125/7500 loss=256.4
  derivmatch lr=0.001 iter=4500/7500 loss=262.2
  derivmatch lr=0.001 iter=4875/7500 loss=253.7
  derivmatch lr=0.001 iter=5250/7500 loss=263.1
  derivmatch lr=0.001 iter=5625/7500 loss=259.1
  derivmatch lr=0.001 iter=6000/7500 loss=235.1
  derivmatch lr=0.001 iter=6375/7500 loss=252.7
  derivmatch lr=0.001 iter=6750/7500 loss=264.6
  derivmatch lr=0.001 iter=7125/7500 loss=259.6
  derivmatch lr=0.001 iter=7500/7500 loss=222.3
  derivmatch lr=0.001 iter=7500/7500 loss=177.5
  derivmatch lr=0.0003 iter=240/4800 loss=186.9
  derivmatch lr=0.0003 iter=480/4800 loss=193.9
  derivmatch lr=0.0003 iter=720/4800 loss=187.9
  derivmatch lr=0.0003 iter=960/4800 loss=177.9
  derivmatch lr=0.0003 iter=1200/4800 loss=175.2
  derivmatch lr=0.0003 iter=1440/4800 loss=171.1
  derivmatch lr=0.0003 iter=1680/4800 loss=188.3
  derivmatch lr=0.0003 iter=1920/4800 loss=212.3
  derivmatch lr=0.0003 iter=2160/4800 loss=205.5
  derivmatch lr=0.0003 iter=2400/4800 loss=187.6
  derivmatch lr=0.0003 iter=2640/4800 loss=187.9
  derivmatch lr=0.0003 iter=2880/4800 loss=204.0
  derivmatch lr=0.0003 iter=3120/4800 loss=169.5
  derivmatch lr=0.0003 iter=3360/4800 loss=178.8
  derivmatch lr=0.0003 iter=3600/4800 loss=183.7
  derivmatch lr=0.0003 iter=3840/4800 loss=196.8
  derivmatch lr=0.0003 iter=4080/4800 loss=191.0
  derivmatch lr=0.0003 iter=4320/4800 loss=190.3
  derivmatch lr=0.0003 iter=4560/4800 loss=188.1
  derivmatch lr=0.0003 iter=4800/4800 loss=194.9
  derivmatch lr=0.0003 iter=4800/4800 loss=159.9
derivative matching [34s]  fitloss=160.0
  [derivative matching]  nrmse=8.775e17  l2=185.9
  shooting iter=50/1000 loss=1.325e15
  shooting iter=100/1000 loss=2.702e15
