Task 48/360: --problem pollu --model GELU-scaled --profile fast --seed 28 --pretraining derivmatch --training shooting
Logging to /home/txenakis/projects/BVPsolver/logs/run_main_22227913_48.log
┌ Warning: Verbosity toggle: dt_epsilon 
│  Initial timestep too small (near machine epsilon), using default: dt = 1.0e-6
└ @ OrdinaryDiffEqCore ~/.julia/packages/OrdinaryDiffEqCore/NVUZl/src/initdt.jl:222
pollu  model=GELU-scaled width=40 d=20 tlen=50 profile=fast seed=28  solver=Rodas5  N=4940
  derivmatch lr=0.01 iter=510/10200 loss=7.951
  derivmatch lr=0.01 iter=1020/10200 loss=6.795
  derivmatch lr=0.01 iter=1530/10200 loss=5.426
  derivmatch lr=0.01 iter=2040/10200 loss=4.876
  derivmatch lr=0.01 iter=2550/10200 loss=3.877
  derivmatch lr=0.01 iter=3060/10200 loss=5.448
  derivmatch lr=0.01 iter=3570/10200 loss=4.644
  derivmatch lr=0.01 iter=4080/10200 loss=4.01
  derivmatch lr=0.01 iter=4590/10200 loss=3.005
  derivmatch lr=0.01 iter=5100/10200 loss=3.388
  derivmatch lr=0.01 iter=5610/10200 loss=2.615
  derivmatch lr=0.01 iter=6120/10200 loss=2.167
  derivmatch lr=0.01 iter=6630/10200 loss=2.706
  derivmatch lr=0.01 iter=7140/10200 loss=2.128
  derivmatch lr=0.01 iter=7650/10200 loss=2.001
  derivmatch lr=0.01 iter=8160/10200 loss=1.993
  derivmatch lr=0.01 iter=8670/10200 loss=1.952
  derivmatch lr=0.01 iter=9180/10200 loss=1.949
  derivmatch lr=0.01 iter=9690/10200 loss=1.808
  derivmatch lr=0.01 iter=10200/10200 loss=1.979
  derivmatch lr=0.01 iter=10200/10200 loss=1.127
  derivmatch lr=0.003 iter=375/7500 loss=0.9941
  derivmatch lr=0.003 iter=750/7500 loss=0.8778
  derivmatch lr=0.003 iter=1125/7500 loss=0.926
  derivmatch lr=0.003 iter=1500/7500 loss=0.7983
  derivmatch lr=0.003 iter=1875/7500 loss=0.8103
  derivmatch lr=0.003 iter=2250/7500 loss=0.8092
  derivmatch lr=0.003 iter=2625/7500 loss=0.9135
  derivmatch lr=0.003 iter=3000/7500 loss=0.8033
  derivmatch lr=0.003 iter=3375/7500 loss=0.8013
  derivmatch lr=0.003 iter=3750/7500 loss=0.6794
  derivmatch lr=0.003 iter=4125/7500 loss=0.7812
  derivmatch lr=0.003 iter=4500/7500 loss=0.8579
  derivmatch lr=0.003 iter=4875/7500 loss=0.6943
  derivmatch lr=0.003 iter=5250/7500 loss=0.7384
  derivmatch lr=0.003 iter=5625/7500 loss=0.5962
  derivmatch lr=0.003 iter=6000/7500 loss=0.7412
  derivmatch lr=0.003 iter=6375/7500 loss=0.6537
  derivmatch lr=0.003 iter=6750/7500 loss=0.6561
  derivmatch lr=0.003 iter=7125/7500 loss=0.7452
  derivmatch lr=0.003 iter=7500/7500 loss=0.5942
  derivmatch lr=0.003 iter=7500/7500 loss=0.4892
  derivmatch lr=0.001 iter=375/7500 loss=0.4511
  derivmatch lr=0.001 iter=750/7500 loss=0.4386
  derivmatch lr=0.001 iter=1125/7500 loss=0.4649
  derivmatch lr=0.001 iter=1500/7500 loss=0.4262
  derivmatch lr=0.001 iter=1875/7500 loss=0.4171
  derivmatch lr=0.001 iter=2250/7500 loss=0.4173
  derivmatch lr=0.001 iter=2625/7500 loss=0.4112
  derivmatch lr=0.001 iter=3000/7500 loss=0.4092
  derivmatch lr=0.001 iter=3375/7500 loss=0.4448
  derivmatch lr=0.001 iter=3750/7500 loss=0.3997
  derivmatch lr=0.001 iter=4125/7500 loss=0.4015
  derivmatch lr=0.001 iter=4500/7500 loss=0.419
  derivmatch lr=0.001 iter=4875/7500 loss=0.5209
  derivmatch lr=0.001 iter=5250/7500 loss=0.3891
  derivmatch lr=0.001 iter=5625/7500 loss=0.4632
  derivmatch lr=0.001 iter=6000/7500 loss=0.5095
  derivmatch lr=0.001 iter=6375/7500 loss=0.3901
  derivmatch lr=0.001 iter=6750/7500 loss=0.3886
  derivmatch lr=0.001 iter=7125/7500 loss=0.3879
  derivmatch lr=0.001 iter=7500/7500 loss=0.3857
  derivmatch lr=0.001 iter=7500/7500 loss=0.3817
  derivmatch lr=0.0003 iter=240/4800 loss=0.3785
  derivmatch lr=0.0003 iter=480/4800 loss=0.3785
  derivmatch lr=0.0003 iter=720/4800 loss=0.3778
  derivmatch lr=0.0003 iter=960/4800 loss=0.3765
  derivmatch lr=0.0003 iter=1200/4800 loss=0.375
  derivmatch lr=0.0003 iter=1440/4800 loss=0.3745
