┌ Warning: Verbosity toggle: dt_epsilon 
│  Initial timestep too small (near machine epsilon), using default: dt = 1.0e-6
└ @ OrdinaryDiffEqCore ~/.julia/packages/OrdinaryDiffEqCore/NVUZl/src/initdt.jl:222
pollu  model=mlp width=40 d=20 tlen=50 profile=fast seed=146  solver=Rodas5  N=4940
  derivmatch lr=0.01 iter=510/10200 loss=275.9
  derivmatch lr=0.01 iter=1020/10200 loss=290.2
  derivmatch lr=0.01 iter=1530/10200 loss=311.5
  derivmatch lr=0.01 iter=2040/10200 loss=270.1
  derivmatch lr=0.01 iter=2550/10200 loss=358.9
  derivmatch lr=0.01 iter=3060/10200 loss=320.9
  derivmatch lr=0.01 iter=3570/10200 loss=278.8
  derivmatch lr=0.01 iter=4080/10200 loss=295.4
  derivmatch lr=0.01 iter=4590/10200 loss=319.3
  derivmatch lr=0.01 iter=5100/10200 loss=308.4
  derivmatch lr=0.01 iter=5610/10200 loss=356.1
  derivmatch lr=0.01 iter=6120/10200 loss=345.8
  derivmatch lr=0.01 iter=6630/10200 loss=351.9
  derivmatch lr=0.01 iter=7140/10200 loss=366.9
  derivmatch lr=0.01 iter=7650/10200 loss=330.8
  derivmatch lr=0.01 iter=8160/10200 loss=328.7
  derivmatch lr=0.01 iter=8670/10200 loss=340.4
  derivmatch lr=0.01 iter=9180/10200 loss=344.9
  derivmatch lr=0.01 iter=9690/10200 loss=323.6
  derivmatch lr=0.01 iter=10200/10200 loss=331.5
  derivmatch lr=0.01 iter=10200/10200 loss=241.8
  derivmatch lr=0.003 iter=375/7500 loss=234.9
  derivmatch lr=0.003 iter=750/7500 loss=262.7
  derivmatch lr=0.003 iter=1125/7500 loss=244.2
  derivmatch lr=0.003 iter=1500/7500 loss=225.2
  derivmatch lr=0.003 iter=1875/7500 loss=270.5
  derivmatch lr=0.003 iter=2250/7500 loss=233.2
  derivmatch lr=0.003 iter=2625/7500 loss=249.3
  derivmatch lr=0.003 iter=3000/7500 loss=242.2
  derivmatch lr=0.003 iter=3375/7500 loss=267.2
  derivmatch lr=0.003 iter=3750/7500 loss=270.7
  derivmatch lr=0.003 iter=4125/7500 loss=268.7
  derivmatch lr=0.003 iter=4500/7500 loss=266.1
  derivmatch lr=0.003 iter=4875/7500 loss=265.4
  derivmatch lr=0.003 iter=5250/7500 loss=287.0
  derivmatch lr=0.003 iter=5625/7500 loss=278.5
  derivmatch lr=0.003 iter=6000/7500 loss=275.1
  derivmatch lr=0.003 iter=6375/7500 loss=262.5
  derivmatch lr=0.003 iter=6750/7500 loss=252.6
  derivmatch lr=0.003 iter=7125/7500 loss=267.0
  derivmatch lr=0.003 iter=7500/7500 loss=271.1
  derivmatch lr=0.003 iter=7500/7500 loss=200.7
  derivmatch lr=0.001 iter=375/7500 loss=240.8
  derivmatch lr=0.001 iter=750/7500 loss=228.8
  derivmatch lr=0.001 iter=1125/7500 loss=204.5
  derivmatch lr=0.001 iter=1500/7500 loss=246.9
  derivmatch lr=0.001 iter=1875/7500 loss=224.0
  derivmatch lr=0.001 iter=2250/7500 loss=212.6
  derivmatch lr=0.001 iter=2625/7500 loss=212.3
  derivmatch lr=0.001 iter=3000/7500 loss=217.3
  derivmatch lr=0.001 iter=3375/7500 loss=217.4
  derivmatch lr=0.001 iter=3750/7500 loss=245.5
  derivmatch lr=0.001 iter=4125/7500 loss=226.5
  derivmatch lr=0.001 iter=4500/7500 loss=241.9
  derivmatch lr=0.001 iter=4875/7500 loss=251.0
  derivmatch lr=0.001 iter=5250/7500 loss=260.4
  derivmatch lr=0.001 iter=5625/7500 loss=258.0
  derivmatch lr=0.001 iter=6000/7500 loss=242.7
  derivmatch lr=0.001 iter=6375/7500 loss=256.2
  derivmatch lr=0.001 iter=6750/7500 loss=248.3
  derivmatch lr=0.001 iter=7125/7500 loss=250.9
  derivmatch lr=0.001 iter=7500/7500 loss=233.6
  derivmatch lr=0.001 iter=7500/7500 loss=169.9
  derivmatch lr=0.0003 iter=240/4800 loss=184.1
  derivmatch lr=0.0003 iter=480/4800 loss=195.8
  derivmatch lr=0.0003 iter=720/4800 loss=169.5
  derivmatch lr=0.0003 iter=960/4800 loss=184.7
  derivmatch lr=0.0003 iter=1200/4800 loss=200.5
  derivmatch lr=0.0003 iter=1440/4800 loss=181.6
  derivmatch lr=0.0003 iter=1680/4800 loss=179.2
  derivmatch lr=0.0003 iter=1920/4800 loss=217.6
  derivmatch lr=0.0003 iter=2160/4800 loss=200.8
  derivmatch lr=0.0003 iter=2400/4800 loss=199.1
  derivmatch lr=0.0003 iter=2640/4800 loss=185.9
  derivmatch lr=0.0003 iter=2880/4800 loss=193.8
  derivmatch lr=0.0003 iter=3120/4800 loss=189.2
  derivmatch lr=0.0003 iter=3360/4800 loss=184.1
  derivmatch lr=0.0003 iter=3600/4800 loss=192.6
  derivmatch lr=0.0003 iter=3840/4800 loss=180.8
  derivmatch lr=0.0003 iter=4080/4800 loss=189.8
  derivmatch lr=0.0003 iter=4320/4800 loss=232.8
  derivmatch lr=0.0003 iter=4560/4800 loss=215.4
  derivmatch lr=0.0003 iter=4800/4800 loss=203.0
  derivmatch lr=0.0003 iter=4800/4800 loss=145.0
derivative matching [34s]  fitloss=145.0
  [derivative matching]  nrmse=1.711e16  l2=64.31
