Task 103/1800: --problem pollu --model mlp --profile fast --seed 103 --pretraining derivmatch --training shooting
Logging to /home/txenakis/projects/BVPsolver/logs/run_main_23493023_103.log
┌ Warning: Verbosity toggle: dt_epsilon 
│  Initial timestep too small (near machine epsilon), using default: dt = 1.0e-6
└ @ OrdinaryDiffEqCore ~/.julia/packages/OrdinaryDiffEqCore/NVUZl/src/initdt.jl:222
pollu  model=mlp width=40 d=20 tlen=50 profile=fast seed=103  solver=Rodas5  N=4940
  derivmatch lr=0.01 iter=510/10200 loss=273.7
  derivmatch lr=0.01 iter=1020/10200 loss=293.0
  derivmatch lr=0.01 iter=1530/10200 loss=306.9
  derivmatch lr=0.01 iter=2040/10200 loss=314.8
  derivmatch lr=0.01 iter=2550/10200 loss=314.3
  derivmatch lr=0.01 iter=3060/10200 loss=343.4
  derivmatch lr=0.01 iter=3570/10200 loss=279.7
  derivmatch lr=0.01 iter=4080/10200 loss=301.3
  derivmatch lr=0.01 iter=4590/10200 loss=331.3
  derivmatch lr=0.01 iter=5100/10200 loss=395.5
  derivmatch lr=0.01 iter=5610/10200 loss=336.7
  derivmatch lr=0.01 iter=6120/10200 loss=398.7
  derivmatch lr=0.01 iter=6630/10200 loss=314.2
  derivmatch lr=0.01 iter=7140/10200 loss=332.9
  derivmatch lr=0.01 iter=7650/10200 loss=364.3
  derivmatch lr=0.01 iter=8160/10200 loss=330.6
  derivmatch lr=0.01 iter=8670/10200 loss=313.8
  derivmatch lr=0.01 iter=9180/10200 loss=324.8
  derivmatch lr=0.01 iter=9690/10200 loss=309.2
  derivmatch lr=0.01 iter=10200/10200 loss=288.1
  derivmatch lr=0.01 iter=10200/10200 loss=226.7
  derivmatch lr=0.003 iter=375/7500 loss=228.0
  derivmatch lr=0.003 iter=750/7500 loss=245.3
  derivmatch lr=0.003 iter=1125/7500 loss=255.8
  derivmatch lr=0.003 iter=1500/7500 loss=258.7
  derivmatch lr=0.003 iter=1875/7500 loss=269.7
  derivmatch lr=0.003 iter=2250/7500 loss=242.3
  derivmatch lr=0.003 iter=2625/7500 loss=244.2
  derivmatch lr=0.003 iter=3000/7500 loss=250.3
  derivmatch lr=0.003 iter=3375/7500 loss=258.8
  derivmatch lr=0.003 iter=3750/7500 loss=249.4
  derivmatch lr=0.003 iter=4125/7500 loss=249.0
  derivmatch lr=0.003 iter=4500/7500 loss=239.0
  derivmatch lr=0.003 iter=4875/7500 loss=240.7
  derivmatch lr=0.003 iter=5250/7500 loss=256.9
  derivmatch lr=0.003 iter=5625/7500 loss=283.6
  derivmatch lr=0.003 iter=6000/7500 loss=269.5
  derivmatch lr=0.003 iter=6375/7500 loss=261.2
  derivmatch lr=0.003 iter=6750/7500 loss=254.4
  derivmatch lr=0.003 iter=7125/7500 loss=238.3
  derivmatch lr=0.003 iter=7500/7500 loss=261.0
  derivmatch lr=0.003 iter=7500/7500 loss=193.0
  derivmatch lr=0.001 iter=375/7500 loss=218.3
  derivmatch lr=0.001 iter=750/7500 loss=210.3
  derivmatch lr=0.001 iter=1125/7500 loss=228.0
  derivmatch lr=0.001 iter=1500/7500 loss=239.5
  derivmatch lr=0.001 iter=1875/7500 loss=223.1
  derivmatch lr=0.001 iter=2250/7500 loss=234.9
  derivmatch lr=0.001 iter=2625/7500 loss=222.9
  derivmatch lr=0.001 iter=3000/7500 loss=238.7
  derivmatch lr=0.001 iter=3375/7500 loss=240.2
  derivmatch lr=0.001 iter=3750/7500 loss=234.2
  derivmatch lr=0.001 iter=4125/7500 loss=224.6
  derivmatch lr=0.001 iter=4500/7500 loss=245.3
  derivmatch lr=0.001 iter=4875/7500 loss=212.7
  derivmatch lr=0.001 iter=5250/7500 loss=226.2
  derivmatch lr=0.001 iter=5625/7500 loss=224.1
  derivmatch lr=0.001 iter=6000/7500 loss=243.1
  derivmatch lr=0.001 iter=6375/7500 loss=235.0
  derivmatch lr=0.001 iter=6750/7500 loss=214.6
  derivmatch lr=0.001 iter=7125/7500 loss=220.0
  derivmatch lr=0.001 iter=7500/7500 loss=235.0
  derivmatch lr=0.001 iter=7500/7500 loss=165.8
  derivmatch lr=0.0003 iter=240/4800 loss=175.2
  derivmatch lr=0.0003 iter=480/4800 loss=202.8
  derivmatch lr=0.0003 iter=720/4800 loss=193.9
  derivmatch lr=0.0003 iter=960/4800 loss=204.7
  derivmatch lr=0.0003 iter=1200/4800 loss=217.2
  derivmatch lr=0.0003 iter=1440/4800 loss=222.3
  derivmatch lr=0.0003 iter=1680/4800 loss=199.4
  derivmatch lr=0.0003 iter=1920/4800 loss=191.0
  derivmatch lr=0.0003 iter=2160/4800 loss=199.2
  derivmatch lr=0.0003 iter=2400/4800 loss=180.6
  derivmatch lr=0.0003 iter=2640/4800 loss=190.6
  derivmatch lr=0.0003 iter=2880/4800 loss=192.5
  derivmatch lr=0.0003 iter=3120/4800 loss=192.7
  derivmatch lr=0.0003 iter=3360/4800 loss=198.7
  derivmatch lr=0.0003 iter=3600/4800 loss=194.7
  derivmatch lr=0.0003 iter=3840/4800 loss=210.6
  derivmatch lr=0.0003 iter=4080/4800 loss=197.3
  derivmatch lr=0.0003 iter=4320/4800 loss=205.0
  derivmatch lr=0.0003 iter=4560/4800 loss=203.1
  derivmatch lr=0.0003 iter=4800/4800 loss=216.8
  derivmatch lr=0.0003 iter=4800/4800 loss=146.1
derivative matching [34s]  fitloss=146.0
  [derivative matching]  nrmse=9.543e16  l2=157.8
