┌ Warning: Verbosity toggle: dt_epsilon 
│  Initial timestep too small (near machine epsilon), using default: dt = 1.0e-6
└ @ OrdinaryDiffEqCore ~/.julia/packages/OrdinaryDiffEqCore/NVUZl/src/initdt.jl:222
pollu  model=mlp width=40 d=20 tlen=50 profile=fast seed=138  solver=Rodas5  N=4940
  derivmatch lr=0.01 iter=510/10200 loss=290.6
  derivmatch lr=0.01 iter=1020/10200 loss=288.6
  derivmatch lr=0.01 iter=1530/10200 loss=274.1
  derivmatch lr=0.01 iter=2040/10200 loss=306.0
  derivmatch lr=0.01 iter=2550/10200 loss=282.7
  derivmatch lr=0.01 iter=3060/10200 loss=271.9
  derivmatch lr=0.01 iter=3570/10200 loss=286.8
  derivmatch lr=0.01 iter=4080/10200 loss=343.5
  derivmatch lr=0.01 iter=4590/10200 loss=305.3
  derivmatch lr=0.01 iter=5100/10200 loss=332.8
  derivmatch lr=0.01 iter=5610/10200 loss=305.4
  derivmatch lr=0.01 iter=6120/10200 loss=319.8
  derivmatch lr=0.01 iter=6630/10200 loss=314.4
  derivmatch lr=0.01 iter=7140/10200 loss=297.1
  derivmatch lr=0.01 iter=7650/10200 loss=287.5
  derivmatch lr=0.01 iter=8160/10200 loss=268.4
  derivmatch lr=0.01 iter=8670/10200 loss=308.9
  derivmatch lr=0.01 iter=9180/10200 loss=314.9
  derivmatch lr=0.01 iter=9690/10200 loss=313.9
  derivmatch lr=0.01 iter=10200/10200 loss=337.8
  derivmatch lr=0.01 iter=10200/10200 loss=232.9
  derivmatch lr=0.003 iter=375/7500 loss=223.6
  derivmatch lr=0.003 iter=750/7500 loss=222.0
  derivmatch lr=0.003 iter=1125/7500 loss=265.4
  derivmatch lr=0.003 iter=1500/7500 loss=253.0
  derivmatch lr=0.003 iter=1875/7500 loss=272.0
  derivmatch lr=0.003 iter=2250/7500 loss=236.8
  derivmatch lr=0.003 iter=2625/7500 loss=244.3
  derivmatch lr=0.003 iter=3000/7500 loss=262.0
  derivmatch lr=0.003 iter=3375/7500 loss=244.5
  derivmatch lr=0.003 iter=3750/7500 loss=305.1
  derivmatch lr=0.003 iter=4125/7500 loss=264.3
  derivmatch lr=0.003 iter=4500/7500 loss=291.4
  derivmatch lr=0.003 iter=4875/7500 loss=264.3
  derivmatch lr=0.003 iter=5250/7500 loss=247.1
  derivmatch lr=0.003 iter=5625/7500 loss=250.9
  derivmatch lr=0.003 iter=6000/7500 loss=245.1
  derivmatch lr=0.003 iter=6375/7500 loss=239.4
  derivmatch lr=0.003 iter=6750/7500 loss=252.2
  derivmatch lr=0.003 iter=7125/7500 loss=238.3
  derivmatch lr=0.003 iter=7500/7500 loss=271.5
  derivmatch lr=0.003 iter=7500/7500 loss=192.7
  derivmatch lr=0.001 iter=375/7500 loss=204.1
  derivmatch lr=0.001 iter=750/7500 loss=226.7
  derivmatch lr=0.001 iter=1125/7500 loss=213.0
  derivmatch lr=0.001 iter=1500/7500 loss=221.6
  derivmatch lr=0.001 iter=1875/7500 loss=240.6
  derivmatch lr=0.001 iter=2250/7500 loss=261.1
  derivmatch lr=0.001 iter=2625/7500 loss=258.2
  derivmatch lr=0.001 iter=3000/7500 loss=239.6
  derivmatch lr=0.001 iter=3375/7500 loss=250.7
  derivmatch lr=0.001 iter=3750/7500 loss=244.3
  derivmatch lr=0.001 iter=4125/7500 loss=229.1
  derivmatch lr=0.001 iter=4500/7500 loss=235.5
  derivmatch lr=0.001 iter=4875/7500 loss=274.0
  derivmatch lr=0.001 iter=5250/7500 loss=275.5
  derivmatch lr=0.001 iter=5625/7500 loss=278.1
  derivmatch lr=0.001 iter=6000/7500 loss=265.6
  derivmatch lr=0.001 iter=6375/7500 loss=241.6
  derivmatch lr=0.001 iter=6750/7500 loss=247.0
  derivmatch lr=0.001 iter=7125/7500 loss=227.4
  derivmatch lr=0.001 iter=7500/7500 loss=224.1
  derivmatch lr=0.001 iter=7500/7500 loss=168.6
  derivmatch lr=0.0003 iter=240/4800 loss=184.3
  derivmatch lr=0.0003 iter=480/4800 loss=186.9
  derivmatch lr=0.0003 iter=720/4800 loss=177.4
  derivmatch lr=0.0003 iter=960/4800 loss=182.1
  derivmatch lr=0.0003 iter=1200/4800 loss=186.4
  derivmatch lr=0.0003 iter=1440/4800 loss=216.0
  derivmatch lr=0.0003 iter=1680/4800 loss=214.2
  derivmatch lr=0.0003 iter=1920/4800 loss=235.9
  derivmatch lr=0.0003 iter=2160/4800 loss=225.6
  derivmatch lr=0.0003 iter=2400/4800 loss=222.5
  derivmatch lr=0.0003 iter=2640/4800 loss=226.5
  derivmatch lr=0.0003 iter=2880/4800 loss=226.9
  derivmatch lr=0.0003 iter=3120/4800 loss=213.3
  derivmatch lr=0.0003 iter=3360/4800 loss=213.8
  derivmatch lr=0.0003 iter=3600/4800 loss=203.0
  derivmatch lr=0.0003 iter=3840/4800 loss=217.6
  derivmatch lr=0.0003 iter=4080/4800 loss=205.1
  derivmatch lr=0.0003 iter=4320/4800 loss=191.1
  derivmatch lr=0.0003 iter=4560/4800 loss=210.2
  derivmatch lr=0.0003 iter=4800/4800 loss=204.0
  derivmatch lr=0.0003 iter=4800/4800 loss=150.7
derivative matching [33s]  fitloss=151.0
  [derivative matching]  nrmse=3.701e17  l2=247.5
  shooting iter=50/1000 loss=4.14e15
  shooting iter=100/1000 loss=3.41e15
