Task 218/1800: --problem pollu --model GELU-scaled --profile fast --seed 118 --pretraining derivmatch --training shooting
Logging to /home/txenakis/projects/BVPsolver/logs/run_main_23493023_218.log
┌ Warning: Verbosity toggle: dt_epsilon 
│  Initial timestep too small (near machine epsilon), using default: dt = 1.0e-6
└ @ OrdinaryDiffEqCore ~/.julia/packages/OrdinaryDiffEqCore/NVUZl/src/initdt.jl:222
pollu  model=GELU-scaled width=40 d=20 tlen=50 profile=fast seed=118  solver=Rodas5  N=4940
  derivmatch lr=0.01 iter=510/10200 loss=7.687
  derivmatch lr=0.01 iter=1020/10200 loss=6.804
  derivmatch lr=0.01 iter=1530/10200 loss=6.032
  derivmatch lr=0.01 iter=2040/10200 loss=4.51
  derivmatch lr=0.01 iter=2550/10200 loss=5.015
  derivmatch lr=0.01 iter=3060/10200 loss=4.743
  derivmatch lr=0.01 iter=3570/10200 loss=3.172
  derivmatch lr=0.01 iter=4080/10200 loss=2.316
  derivmatch lr=0.01 iter=4590/10200 loss=3.236
  derivmatch lr=0.01 iter=5100/10200 loss=2.373
  derivmatch lr=0.01 iter=5610/10200 loss=2.125
  derivmatch lr=0.01 iter=6120/10200 loss=2.157
  derivmatch lr=0.01 iter=6630/10200 loss=1.82
  derivmatch lr=0.01 iter=7140/10200 loss=2.109
  derivmatch lr=0.01 iter=7650/10200 loss=2.119
  derivmatch lr=0.01 iter=8160/10200 loss=2.079
  derivmatch lr=0.01 iter=8670/10200 loss=1.272
  derivmatch lr=0.01 iter=9180/10200 loss=2.044
  derivmatch lr=0.01 iter=9690/10200 loss=1.746
  derivmatch lr=0.01 iter=10200/10200 loss=1.643
  derivmatch lr=0.01 iter=10200/10200 loss=0.9858
  derivmatch lr=0.003 iter=375/7500 loss=0.7139
  derivmatch lr=0.003 iter=750/7500 loss=0.6269
  derivmatch lr=0.003 iter=1125/7500 loss=0.752
  derivmatch lr=0.003 iter=1500/7500 loss=0.7156
  derivmatch lr=0.003 iter=1875/7500 loss=0.5621
  derivmatch lr=0.003 iter=2250/7500 loss=0.6891
  derivmatch lr=0.003 iter=2625/7500 loss=0.6529
  derivmatch lr=0.003 iter=3000/7500 loss=0.6776
  derivmatch lr=0.003 iter=3375/7500 loss=0.6805
  derivmatch lr=0.003 iter=3750/7500 loss=0.6008
  derivmatch lr=0.003 iter=4125/7500 loss=0.5692
  derivmatch lr=0.003 iter=4500/7500 loss=0.5236
  derivmatch lr=0.003 iter=4875/7500 loss=0.6042
  derivmatch lr=0.003 iter=5250/7500 loss=0.9047
  derivmatch lr=0.003 iter=5625/7500 loss=0.5976
  derivmatch lr=0.003 iter=6000/7500 loss=0.531
  derivmatch lr=0.003 iter=6375/7500 loss=0.5987
  derivmatch lr=0.003 iter=6750/7500 loss=0.551
  derivmatch lr=0.003 iter=7125/7500 loss=0.5446
  derivmatch lr=0.003 iter=7500/7500 loss=0.4885
  derivmatch lr=0.003 iter=7500/7500 loss=0.4298
  derivmatch lr=0.001 iter=375/7500 loss=0.4105
  derivmatch lr=0.001 iter=750/7500 loss=0.3829
  derivmatch lr=0.001 iter=1125/7500 loss=0.3729
  derivmatch lr=0.001 iter=1500/7500 loss=0.3735
  derivmatch lr=0.001 iter=1875/7500 loss=0.3643
  derivmatch lr=0.001 iter=2250/7500 loss=0.4867
  derivmatch lr=0.001 iter=2625/7500 loss=0.3531
  derivmatch lr=0.001 iter=3000/7500 loss=0.3679
  derivmatch lr=0.001 iter=3375/7500 loss=0.3532
  derivmatch lr=0.001 iter=3750/7500 loss=0.3627
  derivmatch lr=0.001 iter=4125/7500 loss=0.3537
  derivmatch lr=0.001 iter=4500/7500 loss=0.3522
  derivmatch lr=0.001 iter=4875/7500 loss=0.3487
  derivmatch lr=0.001 iter=5250/7500 loss=0.3622
  derivmatch lr=0.001 iter=5625/7500 loss=0.3427
  derivmatch lr=0.001 iter=6000/7500 loss=0.3888
  derivmatch lr=0.001 iter=6375/7500 loss=0.3778
  derivmatch lr=0.001 iter=6750/7500 loss=0.3371
  derivmatch lr=0.001 iter=7125/7500 loss=0.4612
  derivmatch lr=0.001 iter=7500/7500 loss=0.3919
  derivmatch lr=0.001 iter=7500/7500 loss=0.3341
  derivmatch lr=0.0003 iter=240/4800 loss=0.3303
  derivmatch lr=0.0003 iter=480/4800 loss=0.3294
  derivmatch lr=0.0003 iter=720/4800 loss=0.3319
  derivmatch lr=0.0003 iter=960/4800 loss=0.3293
  derivmatch lr=0.0003 iter=1200/4800 loss=0.3281
  derivmatch lr=0.0003 iter=1440/4800 loss=0.3275
  derivmatch lr=0.0003 iter=1680/4800 loss=0.3269
  derivmatch lr=0.0003 iter=1920/4800 loss=0.3264
  derivmatch lr=0.0003 iter=2160/4800 loss=0.3258
  derivmatch lr=0.0003 iter=2400/4800 loss=0.3253
  derivmatch lr=0.0003 iter=2640/4800 loss=0.3248
  derivmatch lr=0.0003 iter=2880/4800 loss=0.3243
  derivmatch lr=0.0003 iter=3120/4800 loss=0.3237
  derivmatch lr=0.0003 iter=3360/4800 loss=0.3233
  derivmatch lr=0.0003 iter=3600/4800 loss=0.3227
  derivmatch lr=0.0003 iter=3840/4800 loss=0.3222
  derivmatch lr=0.0003 iter=4080/4800 loss=0.3216
  derivmatch lr=0.0003 iter=4320/4800 loss=0.3212
  derivmatch lr=0.0003 iter=4560/4800 loss=0.3208
  derivmatch lr=0.0003 iter=4800/4800 loss=0.3199
  derivmatch lr=0.0003 iter=4800/4800 loss=0.3198
derivative matching [52s]  fitloss=0.32
  [derivative matching]  nrmse=1.353  l2=0.001822
