Task 39/1800: --problem pollu --model stiff --profile fast --seed 139 --pretraining derivmatch --training shooting
Logging to /home/txenakis/projects/BVPsolver/logs/run_main_23493023_39.log
┌ Warning: Verbosity toggle: dt_epsilon 
│  Initial timestep too small (near machine epsilon), using default: dt = 1.0e-6
└ @ OrdinaryDiffEqCore ~/.julia/packages/OrdinaryDiffEqCore/NVUZl/src/initdt.jl:222
pollu  model=stiff width=32 d=20 tlen=50 profile=fast seed=139  solver=Rodas5  N=4744
  derivmatch lr=0.01 iter=510/10200 loss=0.03142
  derivmatch lr=0.01 iter=1020/10200 loss=0.02494
  derivmatch lr=0.01 iter=1530/10200 loss=0.009324
  derivmatch lr=0.01 iter=2040/10200 loss=0.02515
  derivmatch lr=0.01 iter=2550/10200 loss=0.007636
  derivmatch lr=0.01 iter=3060/10200 loss=0.005182
  derivmatch lr=0.01 iter=3570/10200 loss=0.004272
  derivmatch lr=0.01 iter=4080/10200 loss=0.009411
  derivmatch lr=0.01 iter=4590/10200 loss=0.003322
  derivmatch lr=0.01 iter=5100/10200 loss=0.003068
  derivmatch lr=0.01 iter=5610/10200 loss=0.002403
  derivmatch lr=0.01 iter=6120/10200 loss=0.002
  derivmatch lr=0.01 iter=6630/10200 loss=0.001868
  derivmatch lr=0.01 iter=7140/10200 loss=0.00175
  derivmatch lr=0.01 iter=7650/10200 loss=0.001195
  derivmatch lr=0.01 iter=8160/10200 loss=0.001527
  derivmatch lr=0.01 iter=8670/10200 loss=0.001188
  derivmatch lr=0.01 iter=9180/10200 loss=0.001307
  derivmatch lr=0.01 iter=9690/10200 loss=0.001717
  derivmatch lr=0.01 iter=10200/10200 loss=0.001608
  derivmatch lr=0.01 iter=10200/10200 loss=0.0006351
  derivmatch lr=0.003 iter=375/7500 loss=0.0003195
  derivmatch lr=0.003 iter=750/7500 loss=0.0002433
  derivmatch lr=0.003 iter=1125/7500 loss=0.0004742
  derivmatch lr=0.003 iter=1500/7500 loss=0.0003057
  derivmatch lr=0.003 iter=1875/7500 loss=0.0001845
  derivmatch lr=0.003 iter=2250/7500 loss=0.0001067
  derivmatch lr=0.003 iter=2625/7500 loss=0.0002609
  derivmatch lr=0.003 iter=3000/7500 loss=0.0001636
  derivmatch lr=0.003 iter=3375/7500 loss=0.0002383
  derivmatch lr=0.003 iter=3750/7500 loss=0.0001064
  derivmatch lr=0.003 iter=4125/7500 loss=0.0003778
  derivmatch lr=0.003 iter=4500/7500 loss=0.0001025
  derivmatch lr=0.003 iter=4875/7500 loss=8.166e-5
  derivmatch lr=0.003 iter=5250/7500 loss=0.0002203
  derivmatch lr=0.003 iter=5625/7500 loss=0.0001001
  derivmatch lr=0.003 iter=6000/7500 loss=0.0002434
  derivmatch lr=0.003 iter=6375/7500 loss=7.528e-5
  derivmatch lr=0.003 iter=6750/7500 loss=0.0001309
  derivmatch lr=0.003 iter=7125/7500 loss=5.022e-5
  derivmatch lr=0.003 iter=7500/7500 loss=0.0003412
  derivmatch lr=0.003 iter=7500/7500 loss=3.865e-5
  derivmatch lr=0.001 iter=375/7500 loss=3.522e-5
  derivmatch lr=0.001 iter=750/7500 loss=3.364e-5
  derivmatch lr=0.001 iter=1125/7500 loss=3.265e-5
  derivmatch lr=0.001 iter=1500/7500 loss=3.54e-5
  derivmatch lr=0.001 iter=1875/7500 loss=3.653e-5
  derivmatch lr=0.001 iter=2250/7500 loss=6.817e-5
  derivmatch lr=0.001 iter=2625/7500 loss=2.975e-5
  derivmatch lr=0.001 iter=3000/7500 loss=0.0001021
  derivmatch lr=0.001 iter=3375/7500 loss=2.701e-5
  derivmatch lr=0.001 iter=3750/7500 loss=0.0001044
  derivmatch lr=0.001 iter=4125/7500 loss=3.828e-5
  derivmatch lr=0.001 iter=4500/7500 loss=5.325e-5
  derivmatch lr=0.001 iter=4875/7500 loss=4.677e-5
  derivmatch lr=0.001 iter=5250/7500 loss=5.903e-5
  derivmatch lr=0.001 iter=5625/7500 loss=2.324e-5
  derivmatch lr=0.001 iter=6000/7500 loss=2.68e-5
  derivmatch lr=0.001 iter=6375/7500 loss=5.821e-5
  derivmatch lr=0.001 iter=6750/7500 loss=3.827e-5
  derivmatch lr=0.001 iter=7125/7500 loss=2.152e-5
  derivmatch lr=0.001 iter=7500/7500 loss=3.227e-5
  derivmatch lr=0.001 iter=7500/7500 loss=2.137e-5
  derivmatch lr=0.0003 iter=240/4800 loss=2.126e-5
  derivmatch lr=0.0003 iter=480/4800 loss=2.115e-5
  derivmatch lr=0.0003 iter=720/4800 loss=2.103e-5
  derivmatch lr=0.0003 iter=960/4800 loss=2.088e-5
  derivmatch lr=0.0003 iter=1200/4800 loss=2.071e-5
  derivmatch lr=0.0003 iter=1440/4800 loss=2.052e-5
  derivmatch lr=0.0003 iter=1680/4800 loss=2.217e-5
  derivmatch lr=0.0003 iter=1920/4800 loss=2.342e-5
  derivmatch lr=0.0003 iter=2160/4800 loss=2.108e-5
  derivmatch lr=0.0003 iter=2400/4800 loss=1.987e-5
  derivmatch lr=0.0003 iter=2640/4800 loss=1.999e-5
  derivmatch lr=0.0003 iter=2880/4800 loss=1.982e-5
  derivmatch lr=0.0003 iter=3120/4800 loss=2.353e-5
  derivmatch lr=0.0003 iter=3360/4800 loss=2.133e-5
  derivmatch lr=0.0003 iter=3600/4800 loss=2.341e-5
  derivmatch lr=0.0003 iter=3840/4800 loss=1.875e-5
  derivmatch lr=0.0003 iter=4080/4800 loss=1.888e-5
  derivmatch lr=0.0003 iter=4320/4800 loss=1.935e-5
  derivmatch lr=0.0003 iter=4560/4800 loss=1.841e-5
  derivmatch lr=0.0003 iter=4800/4800 loss=1.845e-5
  derivmatch lr=0.0003 iter=4800/4800 loss=1.814e-5
derivative matching [49s]  fitloss=1.81e-5
  [derivative matching]  nrmse=0.02402  l2=0.005964
