Task 10/1800: --problem pollu --model stiff --profile fast --seed 110 --pretraining derivmatch --training shooting
Logging to /home/txenakis/projects/BVPsolver/logs/run_main_23493023_10.log
┌ Warning: Verbosity toggle: dt_epsilon 
│  Initial timestep too small (near machine epsilon), using default: dt = 1.0e-6
└ @ OrdinaryDiffEqCore ~/.julia/packages/OrdinaryDiffEqCore/NVUZl/src/initdt.jl:222
pollu  model=stiff width=32 d=20 tlen=50 profile=fast seed=110  solver=Rodas5  N=4744
  derivmatch lr=0.01 iter=510/10200 loss=0.04886
  derivmatch lr=0.01 iter=1020/10200 loss=0.01252
  derivmatch lr=0.01 iter=1530/10200 loss=0.006714
  derivmatch lr=0.01 iter=2040/10200 loss=0.003533
  derivmatch lr=0.01 iter=2550/10200 loss=0.01327
  derivmatch lr=0.01 iter=3060/10200 loss=0.002678
  derivmatch lr=0.01 iter=3570/10200 loss=0.001886
  derivmatch lr=0.01 iter=4080/10200 loss=0.00145
  derivmatch lr=0.01 iter=4590/10200 loss=0.001273
  derivmatch lr=0.01 iter=5100/10200 loss=0.001153
  derivmatch lr=0.01 iter=5610/10200 loss=0.001302
  derivmatch lr=0.01 iter=6120/10200 loss=0.001038
  derivmatch lr=0.01 iter=6630/10200 loss=0.002212
  derivmatch lr=0.01 iter=7140/10200 loss=0.0005707
  derivmatch lr=0.01 iter=7650/10200 loss=0.001866
  derivmatch lr=0.01 iter=8160/10200 loss=0.0006268
  derivmatch lr=0.01 iter=8670/10200 loss=0.0008087
  derivmatch lr=0.01 iter=9180/10200 loss=0.003254
  derivmatch lr=0.01 iter=9690/10200 loss=0.002182
  derivmatch lr=0.01 iter=10200/10200 loss=0.0009443
  derivmatch lr=0.01 iter=10200/10200 loss=0.0001832
  derivmatch lr=0.003 iter=375/7500 loss=9.683e-5
  derivmatch lr=0.003 iter=750/7500 loss=7.829e-5
  derivmatch lr=0.003 iter=1125/7500 loss=8.338e-5
  derivmatch lr=0.003 iter=1500/7500 loss=6.508e-5
