┌ Warning: Verbosity toggle: dt_epsilon 
│  Initial timestep too small (near machine epsilon), using default: dt = 1.0e-6
└ @ OrdinaryDiffEqCore ~/.julia/packages/OrdinaryDiffEqCore/NVUZl/src/initdt.jl:222
pollu  model=mlp width=40 d=20 tlen=50 profile=fast seed=132  solver=Rodas5  N=4940
  derivmatch lr=0.01 iter=510/10200 loss=293.2
  derivmatch lr=0.01 iter=1020/10200 loss=303.1
  derivmatch lr=0.01 iter=1530/10200 loss=293.6
  derivmatch lr=0.01 iter=2040/10200 loss=346.7
  derivmatch lr=0.01 iter=2550/10200 loss=319.6
  derivmatch lr=0.01 iter=3060/10200 loss=332.2
  derivmatch lr=0.01 iter=3570/10200 loss=287.0
  derivmatch lr=0.01 iter=4080/10200 loss=300.5
  derivmatch lr=0.01 iter=4590/10200 loss=287.4
  derivmatch lr=0.01 iter=5100/10200 loss=292.0
  derivmatch lr=0.01 iter=5610/10200 loss=316.3
  derivmatch lr=0.01 iter=6120/10200 loss=330.0
  derivmatch lr=0.01 iter=6630/10200 loss=284.6
  derivmatch lr=0.01 iter=7140/10200 loss=301.6
  derivmatch lr=0.01 iter=7650/10200 loss=315.8
  derivmatch lr=0.01 iter=8160/10200 loss=303.1
  derivmatch lr=0.01 iter=8670/10200 loss=296.7
  derivmatch lr=0.01 iter=9180/10200 loss=333.2
  derivmatch lr=0.01 iter=9690/10200 loss=320.2
  derivmatch lr=0.01 iter=10200/10200 loss=321.3
  derivmatch lr=0.01 iter=10200/10200 loss=230.9
  derivmatch lr=0.003 iter=375/7500 loss=249.8
  derivmatch lr=0.003 iter=750/7500 loss=257.9
  derivmatch lr=0.003 iter=1125/7500 loss=270.1
  derivmatch lr=0.003 iter=1500/7500 loss=257.9
  derivmatch lr=0.003 iter=1875/7500 loss=283.0
  derivmatch lr=0.003 iter=2250/7500 loss=269.1
  derivmatch lr=0.003 iter=2625/7500 loss=278.0
  derivmatch lr=0.003 iter=3000/7500 loss=234.9
  derivmatch lr=0.003 iter=3375/7500 loss=281.6
  derivmatch lr=0.003 iter=3750/7500 loss=265.8
  derivmatch lr=0.003 iter=4125/7500 loss=267.7
  derivmatch lr=0.003 iter=4500/7500 loss=270.5
  derivmatch lr=0.003 iter=4875/7500 loss=282.6
  derivmatch lr=0.003 iter=5250/7500 loss=262.1
  derivmatch lr=0.003 iter=5625/7500 loss=257.7
  derivmatch lr=0.003 iter=6000/7500 loss=245.2
  derivmatch lr=0.003 iter=6375/7500 loss=247.1
  derivmatch lr=0.003 iter=6750/7500 loss=253.1
  derivmatch lr=0.003 iter=7125/7500 loss=218.7
  derivmatch lr=0.003 iter=7500/7500 loss=236.0
  derivmatch lr=0.003 iter=7500/7500 loss=209.8
  derivmatch lr=0.001 iter=375/7500 loss=186.0
  derivmatch lr=0.001 iter=750/7500 loss=202.7
  derivmatch lr=0.001 iter=1125/7500 loss=205.4
  derivmatch lr=0.001 iter=1500/7500 loss=187.4
  derivmatch lr=0.001 iter=1875/7500 loss=215.4
  derivmatch lr=0.001 iter=2250/7500 loss=209.8
  derivmatch lr=0.001 iter=2625/7500 loss=213.7
  derivmatch lr=0.001 iter=3000/7500 loss=206.0
  derivmatch lr=0.001 iter=3375/7500 loss=212.5
  derivmatch lr=0.001 iter=3750/7500 loss=221.8
  derivmatch lr=0.001 iter=4125/7500 loss=216.7
  derivmatch lr=0.001 iter=4500/7500 loss=212.2
  derivmatch lr=0.001 iter=4875/7500 loss=205.7
  derivmatch lr=0.001 iter=5250/7500 loss=203.4
  derivmatch lr=0.001 iter=5625/7500 loss=236.0
  derivmatch lr=0.001 iter=6000/7500 loss=223.4
  derivmatch lr=0.001 iter=6375/7500 loss=228.9
  derivmatch lr=0.001 iter=6750/7500 loss=236.2
  derivmatch lr=0.001 iter=7125/7500 loss=233.1
  derivmatch lr=0.001 iter=7500/7500 loss=234.1
  derivmatch lr=0.001 iter=7500/7500 loss=173.1
  derivmatch lr=0.0003 iter=240/4800 loss=157.3
  derivmatch lr=0.0003 iter=480/4800 loss=172.6
  derivmatch lr=0.0003 iter=720/4800 loss=172.2
  derivmatch lr=0.0003 iter=960/4800 loss=172.2
  derivmatch lr=0.0003 iter=1200/4800 loss=171.6
  derivmatch lr=0.0003 iter=1440/4800 loss=182.3
  derivmatch lr=0.0003 iter=1680/4800 loss=182.5
  derivmatch lr=0.0003 iter=1920/4800 loss=186.6
  derivmatch lr=0.0003 iter=2160/4800 loss=198.2
  derivmatch lr=0.0003 iter=2400/4800 loss=193.4
  derivmatch lr=0.0003 iter=2640/4800 loss=183.5
  derivmatch lr=0.0003 iter=2880/4800 loss=190.5
  derivmatch lr=0.0003 iter=3120/4800 loss=180.8
  derivmatch lr=0.0003 iter=3360/4800 loss=182.2
  derivmatch lr=0.0003 iter=3600/4800 loss=188.1
  derivmatch lr=0.0003 iter=3840/4800 loss=195.5
  derivmatch lr=0.0003 iter=4080/4800 loss=178.2
  derivmatch lr=0.0003 iter=4320/4800 loss=180.7
  derivmatch lr=0.0003 iter=4560/4800 loss=185.8
  derivmatch lr=0.0003 iter=4800/4800 loss=178.3
  derivmatch lr=0.0003 iter=4800/4800 loss=153.3
derivative matching [40s]  fitloss=153.0
  [derivative matching]  nrmse=2.464e17  l2=97.08
