Task 122/1800: --problem pollu --model mlp --profile fast --seed 122 --pretraining derivmatch --training shooting
Logging to /home/txenakis/projects/BVPsolver/logs/run_main_23493023_122.log
┌ Warning: Verbosity toggle: dt_epsilon 
│  Initial timestep too small (near machine epsilon), using default: dt = 1.0e-6
└ @ OrdinaryDiffEqCore ~/.julia/packages/OrdinaryDiffEqCore/NVUZl/src/initdt.jl:222
pollu  model=mlp width=40 d=20 tlen=50 profile=fast seed=122  solver=Rodas5  N=4940
  derivmatch lr=0.01 iter=510/10200 loss=262.9
  derivmatch lr=0.01 iter=1020/10200 loss=300.4
  derivmatch lr=0.01 iter=1530/10200 loss=292.9
  derivmatch lr=0.01 iter=2040/10200 loss=286.0
  derivmatch lr=0.01 iter=2550/10200 loss=292.1
  derivmatch lr=0.01 iter=3060/10200 loss=281.0
  derivmatch lr=0.01 iter=3570/10200 loss=315.4
  derivmatch lr=0.01 iter=4080/10200 loss=367.4
  derivmatch lr=0.01 iter=4590/10200 loss=286.4
  derivmatch lr=0.01 iter=5100/10200 loss=289.3
  derivmatch lr=0.01 iter=5610/10200 loss=314.3
  derivmatch lr=0.01 iter=6120/10200 loss=299.5
  derivmatch lr=0.01 iter=6630/10200 loss=313.5
  derivmatch lr=0.01 iter=7140/10200 loss=293.4
  derivmatch lr=0.01 iter=7650/10200 loss=290.5
  derivmatch lr=0.01 iter=8160/10200 loss=326.1
  derivmatch lr=0.01 iter=8670/10200 loss=290.4
  derivmatch lr=0.01 iter=9180/10200 loss=309.5
  derivmatch lr=0.01 iter=9690/10200 loss=285.8
  derivmatch lr=0.01 iter=10200/10200 loss=334.8
  derivmatch lr=0.01 iter=10200/10200 loss=215.8
  derivmatch lr=0.003 iter=375/7500 loss=231.4
  derivmatch lr=0.003 iter=750/7500 loss=236.5
  derivmatch lr=0.003 iter=1125/7500 loss=246.3
  derivmatch lr=0.003 iter=1500/7500 loss=243.6
  derivmatch lr=0.003 iter=1875/7500 loss=240.3
  derivmatch lr=0.003 iter=2250/7500 loss=267.4
  derivmatch lr=0.003 iter=2625/7500 loss=284.6
  derivmatch lr=0.003 iter=3000/7500 loss=276.6
  derivmatch lr=0.003 iter=3375/7500 loss=251.0
  derivmatch lr=0.003 iter=3750/7500 loss=260.4
  derivmatch lr=0.003 iter=4125/7500 loss=257.1
  derivmatch lr=0.003 iter=4500/7500 loss=257.7
  derivmatch lr=0.003 iter=4875/7500 loss=258.9
  derivmatch lr=0.003 iter=5250/7500 loss=248.7
  derivmatch lr=0.003 iter=5625/7500 loss=284.8
  derivmatch lr=0.003 iter=6000/7500 loss=275.4
  derivmatch lr=0.003 iter=6375/7500 loss=254.4
  derivmatch lr=0.003 iter=6750/7500 loss=284.6
  derivmatch lr=0.003 iter=7125/7500 loss=286.4
  derivmatch lr=0.003 iter=7500/7500 loss=288.8
  derivmatch lr=0.003 iter=7500/7500 loss=203.7
  derivmatch lr=0.001 iter=375/7500 loss=205.9
  derivmatch lr=0.001 iter=750/7500 loss=221.4
  derivmatch lr=0.001 iter=1125/7500 loss=213.2
  derivmatch lr=0.001 iter=1500/7500 loss=237.6
  derivmatch lr=0.001 iter=1875/7500 loss=219.8
  derivmatch lr=0.001 iter=2250/7500 loss=233.1
  derivmatch lr=0.001 iter=2625/7500 loss=250.9
  derivmatch lr=0.001 iter=3000/7500 loss=243.0
  derivmatch lr=0.001 iter=3375/7500 loss=238.4
  derivmatch lr=0.001 iter=3750/7500 loss=221.6
  derivmatch lr=0.001 iter=4125/7500 loss=243.3
  derivmatch lr=0.001 iter=4500/7500 loss=254.4
  derivmatch lr=0.001 iter=4875/7500 loss=230.9
  derivmatch lr=0.001 iter=5250/7500 loss=229.9
  derivmatch lr=0.001 iter=5625/7500 loss=267.1
  derivmatch lr=0.001 iter=6000/7500 loss=239.9
  derivmatch lr=0.001 iter=6375/7500 loss=239.2
  derivmatch lr=0.001 iter=6750/7500 loss=221.3
  derivmatch lr=0.001 iter=7125/7500 loss=212.3
  derivmatch lr=0.001 iter=7500/7500 loss=214.8
  derivmatch lr=0.001 iter=7500/7500 loss=175.0
  derivmatch lr=0.0003 iter=240/4800 loss=169.2
  derivmatch lr=0.0003 iter=480/4800 loss=178.9
  derivmatch lr=0.0003 iter=720/4800 loss=181.5
  derivmatch lr=0.0003 iter=960/4800 loss=181.7
  derivmatch lr=0.0003 iter=1200/4800 loss=188.7
  derivmatch lr=0.0003 iter=1440/4800 loss=187.8
  derivmatch lr=0.0003 iter=1680/4800 loss=177.2
  derivmatch lr=0.0003 iter=1920/4800 loss=187.7
  derivmatch lr=0.0003 iter=2160/4800 loss=185.9
  derivmatch lr=0.0003 iter=2400/4800 loss=179.1
  derivmatch lr=0.0003 iter=2640/4800 loss=212.4
  derivmatch lr=0.0003 iter=2880/4800 loss=205.1
  derivmatch lr=0.0003 iter=3120/4800 loss=187.3
  derivmatch lr=0.0003 iter=3360/4800 loss=198.7
  derivmatch lr=0.0003 iter=3600/4800 loss=178.7
  derivmatch lr=0.0003 iter=3840/4800 loss=197.1
  derivmatch lr=0.0003 iter=4080/4800 loss=198.5
  derivmatch lr=0.0003 iter=4320/4800 loss=185.9
  derivmatch lr=0.0003 iter=4560/4800 loss=182.8
  derivmatch lr=0.0003 iter=4800/4800 loss=194.7
  derivmatch lr=0.0003 iter=4800/4800 loss=148.3
derivative matching [38s]  fitloss=148.0
  [derivative matching]  nrmse=3.331e17  l2=114.4
