Task 135/1800: --problem pollu --model mlp --profile fast --seed 135 --pretraining derivmatch --training shooting
Logging to /home/txenakis/projects/BVPsolver/logs/run_main_23493023_135.log
┌ Warning: Verbosity toggle: dt_epsilon 
│  Initial timestep too small (near machine epsilon), using default: dt = 1.0e-6
└ @ OrdinaryDiffEqCore ~/.julia/packages/OrdinaryDiffEqCore/NVUZl/src/initdt.jl:222
pollu  model=mlp width=40 d=20 tlen=50 profile=fast seed=135  solver=Rodas5  N=4940
  derivmatch lr=0.01 iter=510/10200 loss=293.9
  derivmatch lr=0.01 iter=1020/10200 loss=289.3
  derivmatch lr=0.01 iter=1530/10200 loss=281.4
  derivmatch lr=0.01 iter=2040/10200 loss=318.5
  derivmatch lr=0.01 iter=2550/10200 loss=322.1
  derivmatch lr=0.01 iter=3060/10200 loss=330.2
  derivmatch lr=0.01 iter=3570/10200 loss=300.9
  derivmatch lr=0.01 iter=4080/10200 loss=293.3
  derivmatch lr=0.01 iter=4590/10200 loss=329.8
  derivmatch lr=0.01 iter=5100/10200 loss=304.5
  derivmatch lr=0.01 iter=5610/10200 loss=376.8
  derivmatch lr=0.01 iter=6120/10200 loss=391.8
  derivmatch lr=0.01 iter=6630/10200 loss=334.5
  derivmatch lr=0.01 iter=7140/10200 loss=343.2
  derivmatch lr=0.01 iter=7650/10200 loss=301.7
  derivmatch lr=0.01 iter=8160/10200 loss=317.2
  derivmatch lr=0.01 iter=8670/10200 loss=277.5
  derivmatch lr=0.01 iter=9180/10200 loss=402.4
  derivmatch lr=0.01 iter=9690/10200 loss=336.5
  derivmatch lr=0.01 iter=10200/10200 loss=298.0
  derivmatch lr=0.01 iter=10200/10200 loss=218.6
  derivmatch lr=0.003 iter=375/7500 loss=251.1
  derivmatch lr=0.003 iter=750/7500 loss=231.4
  derivmatch lr=0.003 iter=1125/7500 loss=241.7
  derivmatch lr=0.003 iter=1500/7500 loss=235.7
  derivmatch lr=0.003 iter=1875/7500 loss=244.9
  derivmatch lr=0.003 iter=2250/7500 loss=258.5
  derivmatch lr=0.003 iter=2625/7500 loss=256.7
  derivmatch lr=0.003 iter=3000/7500 loss=233.5
  derivmatch lr=0.003 iter=3375/7500 loss=261.9
  derivmatch lr=0.003 iter=3750/7500 loss=231.3
  derivmatch lr=0.003 iter=4125/7500 loss=241.2
  derivmatch lr=0.003 iter=4500/7500 loss=249.5
  derivmatch lr=0.003 iter=4875/7500 loss=255.5
  derivmatch lr=0.003 iter=5250/7500 loss=279.9
  derivmatch lr=0.003 iter=5625/7500 loss=240.6
  derivmatch lr=0.003 iter=6000/7500 loss=277.7
  derivmatch lr=0.003 iter=6375/7500 loss=289.2
  derivmatch lr=0.003 iter=6750/7500 loss=246.2
  derivmatch lr=0.003 iter=7125/7500 loss=291.5
  derivmatch lr=0.003 iter=7500/7500 loss=245.4
  derivmatch lr=0.003 iter=7500/7500 loss=209.3
  derivmatch lr=0.001 iter=375/7500 loss=208.0
  derivmatch lr=0.001 iter=750/7500 loss=202.4
  derivmatch lr=0.001 iter=1125/7500 loss=220.5
  derivmatch lr=0.001 iter=1500/7500 loss=218.9
  derivmatch lr=0.001 iter=1875/7500 loss=231.0
  derivmatch lr=0.001 iter=2250/7500 loss=225.2
  derivmatch lr=0.001 iter=2625/7500 loss=211.1
  derivmatch lr=0.001 iter=3000/7500 loss=217.7
  derivmatch lr=0.001 iter=3375/7500 loss=233.6
  derivmatch lr=0.001 iter=3750/7500 loss=229.1
  derivmatch lr=0.001 iter=4125/7500 loss=214.8
  derivmatch lr=0.001 iter=4500/7500 loss=238.0
  derivmatch lr=0.001 iter=4875/7500 loss=228.9
  derivmatch lr=0.001 iter=5250/7500 loss=228.6
  derivmatch lr=0.001 iter=5625/7500 loss=214.2
  derivmatch lr=0.001 iter=6000/7500 loss=197.4
  derivmatch lr=0.001 iter=6375/7500 loss=229.4
  derivmatch lr=0.001 iter=6750/7500 loss=270.2
  derivmatch lr=0.001 iter=7125/7500 loss=284.1
  derivmatch lr=0.001 iter=7500/7500 loss=246.4
  derivmatch lr=0.001 iter=7500/7500 loss=171.9
  derivmatch lr=0.0003 iter=240/4800 loss=190.2
  derivmatch lr=0.0003 iter=480/4800 loss=166.7
  derivmatch lr=0.0003 iter=720/4800 loss=193.0
  derivmatch lr=0.0003 iter=960/4800 loss=185.0
  derivmatch lr=0.0003 iter=1200/4800 loss=189.0
  derivmatch lr=0.0003 iter=1440/4800 loss=176.7
  derivmatch lr=0.0003 iter=1680/4800 loss=184.8
  derivmatch lr=0.0003 iter=1920/4800 loss=180.3
  derivmatch lr=0.0003 iter=2160/4800 loss=186.7
  derivmatch lr=0.0003 iter=2400/4800 loss=194.5
  derivmatch lr=0.0003 iter=2640/4800 loss=192.8
  derivmatch lr=0.0003 iter=2880/4800 loss=190.7
  derivmatch lr=0.0003 iter=3120/4800 loss=197.8
  derivmatch lr=0.0003 iter=3360/4800 loss=189.1
  derivmatch lr=0.0003 iter=3600/4800 loss=202.4
  derivmatch lr=0.0003 iter=3840/4800 loss=215.2
  derivmatch lr=0.0003 iter=4080/4800 loss=202.2
  derivmatch lr=0.0003 iter=4320/4800 loss=191.5
  derivmatch lr=0.0003 iter=4560/4800 loss=204.0
  derivmatch lr=0.0003 iter=4800/4800 loss=198.6
  derivmatch lr=0.0003 iter=4800/4800 loss=154.2
derivative matching [36s]  fitloss=154.0
  [derivative matching]  nrmse=4.793e17  l2=243.0
