Task 13/1800: --problem pollu --model stiff --profile fast --seed 113 --pretraining derivmatch --training shooting
Logging to /home/txenakis/projects/BVPsolver/logs/run_main_23493023_13.log
┌ Warning: Verbosity toggle: dt_epsilon 
│  Initial timestep too small (near machine epsilon), using default: dt = 1.0e-6
└ @ OrdinaryDiffEqCore ~/.julia/packages/OrdinaryDiffEqCore/NVUZl/src/initdt.jl:222
pollu  model=stiff width=32 d=20 tlen=50 profile=fast seed=113  solver=Rodas5  N=4744
  derivmatch lr=0.01 iter=510/10200 loss=0.04879
  derivmatch lr=0.01 iter=1020/10200 loss=0.01465
  derivmatch lr=0.01 iter=1530/10200 loss=0.1151
  derivmatch lr=0.01 iter=2040/10200 loss=0.00357
  derivmatch lr=0.01 iter=2550/10200 loss=0.002503
  derivmatch lr=0.01 iter=3060/10200 loss=0.001953
  derivmatch lr=0.01 iter=3570/10200 loss=0.005905
  derivmatch lr=0.01 iter=4080/10200 loss=0.00201
  derivmatch lr=0.01 iter=4590/10200 loss=0.001683
  derivmatch lr=0.01 iter=5100/10200 loss=0.001407
  derivmatch lr=0.01 iter=5610/10200 loss=0.001349
  derivmatch lr=0.01 iter=6120/10200 loss=0.001191
  derivmatch lr=0.01 iter=6630/10200 loss=0.001512
  derivmatch lr=0.01 iter=7140/10200 loss=0.001053
  derivmatch lr=0.01 iter=7650/10200 loss=0.0009271
  derivmatch lr=0.01 iter=8160/10200 loss=0.001315
  derivmatch lr=0.01 iter=8670/10200 loss=0.001252
  derivmatch lr=0.01 iter=9180/10200 loss=0.0008251
  derivmatch lr=0.01 iter=9690/10200 loss=0.0006146
  derivmatch lr=0.01 iter=10200/10200 loss=0.001277
  derivmatch lr=0.01 iter=10200/10200 loss=0.0001592
  derivmatch lr=0.003 iter=375/7500 loss=6.855e-5
  derivmatch lr=0.003 iter=750/7500 loss=5.23e-5
  derivmatch lr=0.003 iter=1125/7500 loss=5.668e-5
  derivmatch lr=0.003 iter=1500/7500 loss=5.943e-5
  derivmatch lr=0.003 iter=1875/7500 loss=0.0001087
  derivmatch lr=0.003 iter=2250/7500 loss=0.0001441
  derivmatch lr=0.003 iter=2625/7500 loss=0.0002312
  derivmatch lr=0.003 iter=3000/7500 loss=8.863e-5
  derivmatch lr=0.003 iter=3375/7500 loss=0.0003826
  derivmatch lr=0.003 iter=3750/7500 loss=6.089e-5
  derivmatch lr=0.003 iter=4125/7500 loss=6.152e-5
  derivmatch lr=0.003 iter=4500/7500 loss=5.468e-5
  derivmatch lr=0.003 iter=4875/7500 loss=4.632e-5
  derivmatch lr=0.003 iter=5250/7500 loss=0.0001306
  derivmatch lr=0.003 iter=5625/7500 loss=0.0001358
  derivmatch lr=0.003 iter=6000/7500 loss=0.0001387
  derivmatch lr=0.003 iter=6375/7500 loss=4.982e-5
  derivmatch lr=0.003 iter=6750/7500 loss=0.0001558
  derivmatch lr=0.003 iter=7125/7500 loss=9.262e-5
  derivmatch lr=0.003 iter=7500/7500 loss=6.982e-5
  derivmatch lr=0.003 iter=7500/7500 loss=1.479e-5
  derivmatch lr=0.001 iter=375/7500 loss=1.442e-5
  derivmatch lr=0.001 iter=750/7500 loss=2.533e-5
  derivmatch lr=0.001 iter=1125/7500 loss=2.777e-5
  derivmatch lr=0.001 iter=1500/7500 loss=1.284e-5
  derivmatch lr=0.001 iter=1875/7500 loss=1.246e-5
  derivmatch lr=0.001 iter=2250/7500 loss=1.434e-5
  derivmatch lr=0.001 iter=2625/7500 loss=1.16e-5
  derivmatch lr=0.001 iter=3000/7500 loss=1.14e-5
  derivmatch lr=0.001 iter=3375/7500 loss=2.247e-5
  derivmatch lr=0.001 iter=3750/7500 loss=1.182e-5
  derivmatch lr=0.001 iter=4125/7500 loss=2.247e-5
  derivmatch lr=0.001 iter=4500/7500 loss=1.257e-5
  derivmatch lr=0.001 iter=4875/7500 loss=5.445e-5
  derivmatch lr=0.001 iter=5250/7500 loss=5.554e-5
  derivmatch lr=0.001 iter=5625/7500 loss=1.17e-5
  derivmatch lr=0.001 iter=6000/7500 loss=1.196e-5
  derivmatch lr=0.001 iter=6375/7500 loss=5.075e-5
  derivmatch lr=0.001 iter=6750/7500 loss=1.831e-5
  derivmatch lr=0.001 iter=7125/7500 loss=1.147e-5
  derivmatch lr=0.001 iter=7500/7500 loss=1.486e-5
  derivmatch lr=0.001 iter=7500/7500 loss=8.699e-6
  derivmatch lr=0.0003 iter=240/4800 loss=8.609e-6
  derivmatch lr=0.0003 iter=480/4800 loss=8.572e-6
  derivmatch lr=0.0003 iter=720/4800 loss=8.525e-6
  derivmatch lr=0.0003 iter=960/4800 loss=8.469e-6
  derivmatch lr=0.0003 iter=1200/4800 loss=8.406e-6
  derivmatch lr=0.0003 iter=1440/4800 loss=8.342e-6
  derivmatch lr=0.0003 iter=1680/4800 loss=8.274e-6
  derivmatch lr=0.0003 iter=1920/4800 loss=1.307e-5
  derivmatch lr=0.0003 iter=2160/4800 loss=1.551e-5
  derivmatch lr=0.0003 iter=2400/4800 loss=1.496e-5
  derivmatch lr=0.0003 iter=2640/4800 loss=1.322e-5
  derivmatch lr=0.0003 iter=2880/4800 loss=8.489e-6
  derivmatch lr=0.0003 iter=3120/4800 loss=8.533e-6
  derivmatch lr=0.0003 iter=3360/4800 loss=7.848e-6
  derivmatch lr=0.0003 iter=3600/4800 loss=8.206e-6
  derivmatch lr=0.0003 iter=3840/4800 loss=7.693e-6
  derivmatch lr=0.0003 iter=4080/4800 loss=7.57e-6
  derivmatch lr=0.0003 iter=4320/4800 loss=7.53e-6
  derivmatch lr=0.0003 iter=4560/4800 loss=8.162e-6
  derivmatch lr=0.0003 iter=4800/4800 loss=1.102e-5
  derivmatch lr=0.0003 iter=4800/4800 loss=7.412e-6
derivative matching [46s]  fitloss=7.41e-6
  [derivative matching]  nrmse=0.06113  l2=0.005104
