t,y1,y2
0.0,2.0,0.0
0.004302523206631818,1.9997630198807663,-0.02824800903184548
0.008605046413263637,1.999593717690253,-0.045361876030318986
0.014501119452231495,1.9994235198491566,-0.05843318154461472
0.021091616096229088,1.9992774656505075,-0.06554801339314281
0.02943026782293906,1.9991228770855898,-0.06939521684021888
0.039061635223301125,1.9989610274685088,-0.07098217949583255
0.05127519998079113,1.9987642137977686,-0.0715575455156015
0.06602351683814371,1.9985299056210726,-0.07169145456615547
0.08583766726294521,1.998216315613233,-0.0716909035801422
0.11212706286895238,1.997800734774998,-0.07165141932249544
0.15209939461487088,1.9971694610201032,-0.07158628073475616
0.22171333484335545,1.9960717196135387,-0.07147278221908583
0.328286860428105,1.9943952111430532,-0.07129975111517538
0.5279967838508268,1.991266640198459,-0.07097791718812214
0.9540104812893441,1.9846488259336292,-0.07030170855137602
1.0025062656641603,1.9839002285318925,-0.07022560957698587
1.9082466610502429,1.970091387313762,-0.0688363104868981
2.0050125313283207,1.968634966883274,-0.06869139818916345
3.007518796992481,1.953750253008414,-0.06722815091214908
3.4871223909215043,1.9467559044223501,-0.06655200462818299
4.010025062656641,1.9392187843521516,-0.06583160092274876
5.012531328320802,1.9250150163455724,-0.06449728214241433
5.815897519724354,1.9138531587438488,-0.06347074758306805
6.015037593984962,1.911115092333168,-0.06322192670228644
7.017543859649122,1.8974960363432816,-0.062001299308242
8.020050125313283,1.884137404183105,-0.06083226575509406
9.022556390977444,1.8710192157791683,-0.0597124137851483
9.113582041572172,1.8698393268639764,-0.059613085645554974
10.025062656641603,1.8581218979950078,-0.05863837001123791
11.027568922305765,1.8454283531862559,-0.05760677281193275
12.030075187969924,1.8329224006828813,-0.05661586655647936
13.032581453634085,1.8205878609785704,-0.05566390611628851
13.102728933877898,1.8197307859716463,-0.05559870826063344
14.035087719298245,1.8084088376828773,-0.05474806594589922
15.037593984962406,1.796371772648231,-0.05386547269493255
16.040100250626566,1.7844641114808972,-0.05301483132263908
17.04260651629073,1.7726733011438085,-0.05219485327658786
18.045112781954888,1.7609867885998982,-0.05140425000434798
18.4562286402519,1.7562215291037955,-0.05108822686773306
19.047619047619047,1.749392139172073,-0.0506412723474497
20.050125313283207,1.7378787033469938,-0.04990286616667518
21.05263157894737,1.7264372125025762,-0.049187978052008675
22.05513784461153,1.7150584338813537,-0.04849579038509777
23.05764411027569,1.7037331347258593,-0.04782548554759006
24.06015037593985,1.6924520822786262,-0.047176245921133134
24.264198489340544,1.6901605483394293,-0.04704660756047441
25.06265664160401,1.68120614822401,-0.04654640808695818
26.06516290726817,1.6699881329085056,-0.045933506338637936
27.06766917293233,1.6587921616071235,-0.04533688482851947
28.07017543859649,1.64761237607379,-0.044755944454551215
29.072681704260653,1.636442918062431,-0.04419008611468163
30.075187969924812,1.625277929326973,-0.04363871070685916
31.065292470801573,1.6142497203998019,-0.0431077859189356
31.07769423558897,1.6141115516074744,-0.04310121889370663
32.08020050125313,1.602938513243028,-0.04257548927431003
33.08270676691729,1.5917561984672883,-0.04205968263934645
34.08521303258146,1.5805627265167526,-0.04155351012049314
35.08771929824562,1.5693562166279174,-0.04105668284942735
36.090225563909776,1.5581347880372796,-0.04056891195782633
37.092731829573935,1.546896559981336,-0.040089908577367335
37.8663864522626,1.5382111165139947,-0.03972606319237065
38.095238095238095,1.5356396727636517,-0.039619308691239336
39.097744360902254,1.5243637434330002,-0.03915500140767999
40.100250626566414,1.513070539092969,-0.03869629805974467
41.10275689223057,1.5017619615355808,-0.03824341939254405
42.10526315789474,1.4904399125528598,-0.037796586151188784
43.1077694235589,1.4791062939368287,-0.03735601908078955
44.11027568922306,1.4677630074795116,-0.036921938926456996
45.11278195488722,1.4564119549729313,-0.03649456643330179
45.14538904931213,1.4560426466744438,-0.03648078104115429
46.11528822055138,1.4450562534064681,-0.036074536661853396
47.11779448621554,1.4336989504038948,-0.03566319664798432
48.1203007518797,1.4223415862545077,-0.035261783905859156
49.12280701754386,1.410985699810144,-0.034871535660590876
50.12531328320802,1.3996328299226406,-0.03449368913729245
50.70159982402709,1.3931086433485307,-0.034282579900680586
51.12781954887218,1.3882848292330374,-0.03413013648425825
52.13032581453634,1.3769427330947892,-0.03378807418511985
53.1328320802005,1.365600034049466,-0.03347151387588811
54.13533834586466,1.3542491485762909,-0.03318336182192702
55.13784461152882,1.3428824931544876,-0.03292652428860056
56.14035087719298,1.3314924842632796,-0.0327039075412727
56.44104599906045,1.3280704401379861,-0.03264424099916557
57.142857142857146,1.3200708627627415,-0.032524292221671046
58.145363408521305,1.3085963511831489,-0.032409198658422254
59.147869674185465,1.297037242679752,-0.03236587030443453
60.150375939849624,1.2853615891027124,-0.0324005218345956
60.85330651211376,1.2770882685171767,-0.03247466371913933
61.152882205513784,1.273537522605241,-0.03252146877871965
62.15538847117794,1.261519187807611,-0.032772401001516946
63.1578947368421,1.2492255008762558,-0.03318445389661493
64.16040100250626,1.2365705108263607,-0.03377838810894093
64.37125433513066,1.2338547872975327,-0.033928405081059834
65.16290726817043,1.22346191443476,-0.03460869268745898
66.16541353383458,1.2097288400218775,-0.0357961582266598
67.07504388183705,1.1965439687203774,-0.03724576661425785
67.16791979949875,1.1951523039827452,-0.03741686280885926
68.17042606516291,1.179453946136239,-0.03970653704462418
69.11558102689581,1.163160369807116,-0.04277580838182956
69.17293233082707,1.1621141128270658,-0.04299643610844747
70.17543859649123,1.1423934989974618,-0.04796476189964779
70.6152134665136,1.132637171141695,-0.050970474452443425
71.17794486215539,1.1188068556773192,-0.05600365659351337
71.68991280972814,1.1043501708281287,-0.0623789606724866
72.18045112781955,1.0880879672501291,-0.07116010147552378
72.22726248133542,1.0863693883256997,-0.07219657315767411
72.77508149066628,1.0631042166948548,-0.08885208293656727
73.13784432753009,1.0427495599924796,-0.10825780314962702
73.1829573934837,1.0397756825287858,-0.1115501348083678
73.319225745962,1.0299453044893188,-0.12350451563905077
73.51536480667428,1.0127330481309071,-0.14881375989671647
73.65588671459216,0.9968535384751502,-0.17818381412099357
73.77240519923737,0.9798003221650682,-0.2172362826034594
73.85518446761493,0.9641230314961216,-0.26064073306722735
73.89657410180372,0.9545747510013928,-0.29154793695763315
73.92164615760821,0.9480028690169575,-0.3159914721247084
73.94624930633243,0.940751759282883,-0.3484610439945325
73.95641041196967,0.9374323228626559,-0.36724445642519393
73.96496034473218,0.934412137034133,-0.38965413139887356
73.96923531111344,0.9327854178655243,-0.40516285966145915
73.973127713532,0.9312188273130882,-0.4204846925536612
73.9778749740036,0.9292270879369348,-0.4333966220919672
73.9837626012633,0.9267097260665974,-0.4386732734884306
73.98965022852299,0.9241768483143511,-0.43879102654707747
73.9973156790261,0.9208694394872484,-0.43691343841684777
74.00666744306565,0.9168253330762606,-0.4339449791847271
74.01975355936257,0.911155722900181,-0.4294937541710268
74.03691217053239,0.9037111336529586,-0.4234630192566685
74.05789885816375,0.8945955117205606,-0.4160508986558784
74.08355155617743,0.8834329203712513,-0.4072246107810903
74.11574941573694,0.8693623046247958,-0.39669131831585336
74.158033094669,0.8507216169786884,-0.38359484196507176
74.18546365914787,0.8385020030472795,-0.37539642835031406
74.20298250382336,0.8306370523368123,-0.3702594975118704
74.27426949275453,0.7980498575588095,-0.3500986975065463
74.34845210813454,0.7628823874019219,-0.3304540933860305
74.42021348704745,0.7272468138141565,-0.3109651070178699
74.46758083131877,0.7028240832052024,-0.28206028006065725
74.49126450345443,0.690506354572343,-0.2590733748958514
74.50310633952226,0.6843173593829055,-0.25355349592418613
74.52128041612744,0.6746641126863433,-0.2607297660429809
74.53118930056651,0.6692548817573,-0.2738869120412792
74.5362274244789,0.6664400859989412,-0.2850954571516214
74.53984518821973,0.6643794521521152,-0.29691840943800085
74.54484185826387,0.6614480437808601,-0.3258373991599548
74.54680392081976,0.6602508877966082,-0.3478503012875473
74.5491989361638,0.6587149187368283,-0.4011826824635732
74.55106278098806,0.6573972376224047,-0.4904721865265496
74.55300258567114,0.6558034453055385,-0.6323346363572951
74.55559627154209,0.6532552776439441,-0.8217819319492996
74.55950041027569,0.6487065526351751,-1.0272327797456502
74.56344890271772,0.6435191004855042,-1.157507632944632
74.56810740824542,0.6369500742794418,-1.2489430561165182
74.57347411034756,0.6290397683041798,-1.3099225933342675
74.57988485906534,0.6193192125927803,-1.3514878472906127
74.58812452773878,0.6066018187590986,-1.3758369580895629
74.59785345555296,0.5915014670615285,-1.3737491985014418
74.60791377564813,0.576020130505597,-1.3474704620280473
74.61797409574329,0.5608108578820313,-1.3125571905094555
74.62954966651397,0.5436930657299471,-1.2725568701783037
74.64616153754167,0.5198467063090262,-1.2186258066778854
74.66277340856938,0.4967909188667258,-1.1715424734339783
74.68094567236167,0.4722408691931782,-1.1318117203269986
74.70468407321947,0.44057882072251675,-1.0993218982903832
74.72921596512269,0.40757385884872077,-1.084896053908434
74.76847116646537,0.35284913568202675,-1.106251874368966
74.78124465282828,0.33422474459328844,-1.1338826655935732
74.79101427625803,0.3195503363160371,-1.1687319144351647
