run_dir,stage,point_index,stiffness,sensitivity_norm,trajectory_sensitivity_norm
run_00TXXgea,derivmatch,17,1051.5060181511276,0.24520627057765818,NaN
run_00TXXgea,derivmatch,18,1685.8254296440898,0.21246830266176955,NaN
run_00TXXgea,derivmatch,19,1601.8340485160911,0.1883841024364773,NaN
run_00TXXgea,derivmatch,20,853.2018632201481,0.17930521073484826,NaN
run_00TXXgea,derivmatch,21,381.4509187656714,0.17714621813543469,NaN
run_00TXXgea,derivmatch,22,129.1680894774311,0.1758709010939704,NaN
run_00TXXgea,derivmatch,23,38.20037321919581,0.17476087879811497,NaN
run_00TXXgea,derivmatch,24,14.91314013648973,0.17770816405279588,NaN
run_00TXXgea,derivmatch,25,8.462556504096755,0.1792689034311903,NaN
run_00TXXgea,derivmatch,26,6.321620901989494,0.1792438704327355,NaN
run_00TXXgea,derivmatch,27,5.521563701757614,0.17832960776893025,NaN
run_00TXXgea,derivmatch,28,5.177805955727478,0.1768715478119248,NaN
run_00TXXgea,derivmatch,29,4.978742229531809,0.17497755281700528,NaN
run_00TXXgea,derivmatch,30,4.810299655878351,0.17265354714357015,NaN
run_00TXXgea,derivmatch,31,4.628510701295333,0.16984722585098708,NaN
run_00TXXgea,derivmatch,32,4.4198560716070645,0.1664240427627565,NaN
run_00TXXgea,derivmatch,33,4.191060399549027,0.16206897361761463,NaN
run_00TXXgea,derivmatch,34,3.966802606598598,0.15610842141024717,NaN
run_00TXXgea,derivmatch,35,3.7813525764479383,0.14740873286887818,NaN
run_00TXXgea,derivmatch,36,3.658387375274465,0.134780194291949,NaN
run_00TXXgea,derivmatch,37,3.59623440468523,0.11799662760739978,NaN
run_00TXXgea,derivmatch,38,3.5777225345959613,0.09845622875687285,NaN
run_00TXXgea,derivmatch,39,3.589803714045465,0.07856488195013099,NaN
run_00TXXgea,derivmatch,40,3.631446653886865,0.060477339744003704,NaN
run_00TXXgea,derivmatch,41,3.7111786009856242,0.04535566126375895,NaN
run_00TXXgea,derivmatch,42,3.842934488540869,0.033405327533432255,NaN
run_00TXXgea,derivmatch,43,4.04362550785821,0.024270060811312194,NaN
run_00TXXgea,derivmatch,44,4.332123100458142,0.017403124659599187,NaN
run_00TXXgea,derivmatch,45,4.728432381377831,0.012287136768348698,NaN
run_00TXXgea,derivmatch,46,5.2520473583019704,0.008519711476075493,NaN
run_00TXXgea,derivmatch,47,5.918953753096155,0.005813480373282484,NaN
run_00TXXgea,derivmatch,48,6.736555118155825,0.003952257225529919,NaN
run_00TXXgea,derivmatch,49,7.695400360201917,0.002742812528511359,NaN
run_00TXXgea,derivmatch,50,8.761167715169037,0.0019970705120901486,NaN
run_00TXXgea,collocation,1,13.535015458021,0.16689550369886277,NaN
run_00TXXgea,collocation,2,17.070742860690455,0.16719878119465129,NaN
run_00TXXgea,collocation,3,25.760592508857957,0.16746201281882359,NaN
run_00TXXgea,collocation,4,29.938900002989346,0.1676535108940263,NaN
run_00TXXgea,collocation,5,31.800529829864697,0.16788284445396195,NaN
run_00TXXgea,collocation,6,33.06699881587985,0.16834148758599168,NaN
run_00TXXgea,collocation,7,35.245631870111474,0.16927692036535988,NaN
run_00TXXgea,collocation,8,39.896177040222184,0.17095408332901293,NaN
run_00TXXgea,collocation,9,48.61297066292606,0.1735929340979518,NaN
run_00TXXgea,collocation,10,63.139707773837145,0.17734065071162344,NaN
run_00TXXgea,collocation,11,85.84499853613845,0.18239816041413848,NaN
run_00TXXgea,collocation,12,139.8341256693613,0.18945878369354627,NaN
run_00TXXgea,collocation,13,243.2454653758639,0.20061165345448492,NaN
run_00TXXgea,collocation,14,377.79519693384765,0.22042430516507222,NaN
run_00TXXgea,collocation,15,553.369309144367,0.2542279670135778,NaN
run_00TXXgea,collocation,16,760.20985171092,0.2954541309631521,NaN
run_00TXXgea,collocation,17,967.9463800044616,0.30047558799424323,NaN
run_00TXXgea,collocation,18,1179.2534981775848,0.23741255152894028,NaN
run_00TXXgea,collocation,19,992.3830749455659,0.191880305845019,NaN
run_00TXXgea,collocation,20,407.7838665173671,0.18228081185603495,NaN
run_00TXXgea,collocation,21,94.7228796005757,0.18289371453987274,NaN
run_00TXXgea,collocation,22,20.393617191218457,0.18683435406251833,NaN
run_00TXXgea,collocation,23,8.573033935037872,0.1913422717966778,NaN
run_00TXXgea,collocation,24,5.3734945630706195,0.1945734689972988,NaN
run_00TXXgea,collocation,25,4.374622279873911,0.1954748996903228,NaN
run_00TXXgea,collocation,26,4.098439431958491,0.19499608582642,NaN
run_00TXXgea,collocation,27,4.010657977184954,0.1938485036219742,NaN
